"Det_dist"
1.6
1.5
1.8
0.8
1.1
1.2
1.5
0.8
2
1.4
1.8
0.8
0.6
1.5
0.9
0.9
1
1.7
1.3
1.1
0.7
1.05
1.7
1.1
0.5
1
1.1
1.15
1.2
1.15
0.7
0.9
1.1
1.3
1.5
1.6
0.8
0.7
0.5
0.7
0.85
1
1.5
1.5
1.1
1.3
1.2
1.3
1.15
1
1.2
1.3
1.2
1.1
1.3
2
1
1
1
1.2
0.8
1.3
0.85
1.5
0.9
1.3
0.9
1.1
1.3
1.5
0.8
1.2
1.2
2
1.5
0.6
0.8
0.65
0.8
1.1
0.75
0.6
1.3
0.8
0.55
0.95
0.9
0.7
1.1
1
1.1
1.2
1
1.2
0.8
0.6
0.8
1.1
0.8
1
0.8
1.275
0.9
1
0.7
0.75
1.05
0.95
0.8
0.9
1
1.8
1.8
1
1.4
1.2
1
1
1
0.8
0.9
1
1.35
1.2
1.3
1.25
1.5
1.2
1
1
1.45
1.55
1.133
1.5
1.2
0.9
1.2
1.1
1.1
1.35
0.85
1.8
1.25
1.3
1.2
1.3
1.7
1.2
1.2
1
0.9
0.8
0.9
1.3
0.8
1.4
1.3
1.4
1.4
1.3
1.4
1.2
1.7
1.2
1.8
1.5
1
1.4
1
1.7
1.5
1.8
1.15
2
1.6
1.3
0.7
1.4
1
2
1.8
1.6
1.1
1.5
1.8
1.5
1.5
1.25
1.3
1.5
1.5
1.4
1.8
0.7
1.65
1.65
1.1
1.55
1.25
1.05
1.65
1.8
1.9
1.35
0.95
1.27
1.313636364
1.05
0.8
1.2
1.1
1.4
0.9
1.3
1.05
1
1.6
0.82
0.8
1.25
0.8
1.2
2
1.2
0.9
1.1
1.05
1
1
1.9
1.1
1.2
0.5
0.8
0.8
1.4
1.6
0.9
1
1
0.8
1.3
1.8
1.5
1.4
1.3
1.1
1.3
1.4
1.4
1.5
0.7
1.5
1.5
1.7
1.9
1.6
1.4
1.7
1.7
1.7
1.4
1.5
1.5
2
2
2
2
1.5
2
0.8
2
1.2
1.7
1.7
1.8
1.8
1.4
1.4
0.7
1.7
1.6
1.6
2
0.65
0.8
0.8
1
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.7
1.85
1.8
2
1.9
1.9
1.85
1.85
1.8
2
1
1.7
1.7
1.3
1.7
0.4
1
0.7
1
1
1
1.5
1.2
1.5
1.5
1.2
1.5
1.5
1.2
1.2
1.8
1.5
1.2
1.5
2
1.25
1.65
1.4
1.7
1.65
1.6
1.7
1.5
1.6
1.6
1.45
1.25
1
1.2
1.5
1.4
1.2
1.4
1.2
1.4
1.5
1.5
1.3
1.5
1.6
1.6
1.6
1.6
1.5
1.5
1.3
1.3
1.3
1.1
1
1.2
0.9
1.2
1
1.5
1.5
1
1.1
1.85
1
1
1.2
1
1.5
1.2
1.1
1.1
1.3
1.1
1.25
0.9
0.95
1.175
1.2
1.4
1.175
0.6
1.4
1.3
1.2
1
1.175
1.3
1.4
1.1
1.4
1.2
1.4
1.5
1.1
1.3
1.5
1.2
1.5
1.1
1
1.2
1.2
1
1.3
1.5
1.5
1.4
1.85
1.15
1.2
1.2
1.3
1.25
1.2
1.3
1
1.4
1.3
1.3
1.3
1.3
1.4
1.1
1.1
1.3
1.2
1.2
1.1
1.5
1.4
1.2
1.6
1.042857143
1.3625
1.25625
1.3625
1.1875
1.042857143
1.2
0.9
1.1
1.12
0.79
0.83
1.11
0.89
0.9
1.16
0.71
0.99
1.2
1.5
1.5
1.5
1.4
1.7
1
1.4
1.2
1.5
1.1
1.5
1.4
1.5
1.5
1.4
1.2
1.4
1.2
1.2
1.4
1
1.2
1.4
1.5
1.7
1.6
1.8
0.65
1.05
1.3
1.4
1.8
1
1.2
0.7
1
1.1
1.8
0.5
0.7
1.3
1.7
1.3
1.3
1.6
1
1
0.7
0.8
1.1
1.1
1.1
0.7
0.8
0.3
1.7
1.1
1.1
1.7
1
0.7
1.4
1.4
1
1.7
1.8
0.8
1
0.85
1
1.2
1.2
0.7
1.3
1
1.2
1.5
0.7
0.7
1.2
0.7
0.5
1.8
1.3
1.3
0.8
0.9
1.2
0.7
0.7
0.9
0.5
0.3
0.7
0.4
0.4
0.4
0.5
0.5
0.5
0.3
1.4
1.1
1
1.48
1.06
1.26
1.15
1.1
1.7
1.075
1.1
1.3
1.54
1.18
1.25
1.3
1.11
1.23
1.515
1.03
1.23
1.18
1.82
2
0.8
1.1
1.2
0.9
0.85
1.15
1
1.1
1.2
1.2
1.1
0.6
0.7
0.65
0.9
0.7
0.55
0.6
0.9
0.9
0.7
1.4
1
1
1.1
0.8
0.7
1
1.2
1
1.8
0.9
1.2
0.9
0.5
0.8
1
0.7
0.7
0.85
1.6
1
1.5
1.6
1.5
1.3
1.7
1.1
1.8
0.7
1.2
1.5
1
1
1.5
1.1
1.75
1.4
1.8
1.2
1.1
1.4
1.2
1
1
1.6
1.2
1
0.9
1.2
1
0.9
1
0.65
0.9
2
1.5
0.7
0.8
0.7
1.05
1
0.8
0.8
2
1.5
0.75
0.75
0.75
0.75
0.75
0.75
0.75
1.2
0.8
1
2
1.3
2
1
1.5
1.1
1.2
1.6
1.3
1.2
0.8
1.4
0.9
0.8
1.4
1.3
1.1
0.9
1.3
0.8
1.2
0.8
0.9
1.5
1
1.3
1.3
0.9
1.5
0.9
0.8
1
0.85
1.2
1.25
1.2
1.2
1.3
1.6
1.5
1.3
1
1
1.2
1.5
1.2
1.5
1.5
1.5
1.31
1.257142857
1.4
1.3
0.9
1
1.5
1.4
0.9
1.2
1.3
1.2
0.75
2
2
1.257142857
1.4
1.7
1.2
0.8
0.9
1.1
1.58
1.58
1.38
1.72
1.48
1.5
0.75
1.5
0.75
1.9
1.1
1.5
0.9
1.2
1.1
1.2
1.1
2
1.8
2
2
1.8
1.8
1.6
1.6
1.9
2
1.5
2
1.8
2
1
1.2
1.2
1.6
1.2
1.7
2
1
1.6
1.98
1.66
1.74
1.1
1.5
1.3
1.5
2
1.1
1.4
1
1
1.1
1.2
1.7
1.5
1.2
1.1
0.8
0.9
0.9
1.5
1.5
1.4
0.9
1.2
1.2
1.21
0.95
1.3
1
1
0.4
1.5
1.6
1.6
1.5
1.2
2
1.7
1.8
1.9
1
1.5
1
0.7
1.2
1.5
1.4
1.2
1.3
1.2
1.4
1.5
1.3
1.5
1
0.8
1
1.95
1.4
1.8
1.2
1.1
1.2
1.2
1
1
1.5
1
1.5
0.75
1.5
1.75
1.6
1.6
1.7
1.7
1.2
1
1.1
1.4
0.75
1
0.75
1.5
1.5
1.54
1.6
1.85
1.7
1.5
1.5
1.5
1.5
1.5
1
0.9
1
1.4
1.1
1.3
1.5
1.64
1.28
1.19
1.18
1.68
1.36
1.49
1.67
1.38
1.07
1.46
1.25
1.58
1.45
1.08
1
1.13
1.4
0.6
1.6
1.25
1.45
1.66
1.1
1
1.18
0.99
1.3
1.19
1.1
1.38
1.13
0.95
0.9
1.1
1.23
1.21
1.19
1.48
1.15
1.49
1.7
1.8
1.4
1.1
1.1
1.2
1.7
1.7
1.1
0.85
1
0.9
2
1.4
1.15
1
1.2
0.8
1.1
1
0.95
1
0.8
1
1.32
1.6
1.9
1.7
1.8
1.2
1.3
1.2
0.85
1.15
1.05
1.45
0.975
0.9
1.8
0.95
1.4
2
2
1.65
0.5
0.7
0.5
0.8
1.1
0.7
0.7
0.7
0.7
0.6
0.7
1.3
0.5
0.6
0.5
0.8
0.6
0.6
0.5
0.55
0.4
0.5
1.5
0.6
1
1.25
0.9
0.7
0.45
0.5
0.5
1.1
0.8
0.7
0.8
1.1
0.8
0.4
1
0.8
1
0.8
1.1
0.7
0.7
0.7
0.6
1.9
1.25
1.2
1.4
1.1
1
0.9
1
0.9
0.9
1.2
1
0.9
1.1
1.3
1.2
0.9
0.9
1.1
0.9
0.6
0.4
0.9
1
0.4
0.5
0.4
1.3
1
1.3
1.2
1
1.3
1.2
0.9
1.4
1.25
1.5
1.725
1
1.78
0.95
1.33
1.78
1.4
0.8
1.4
1.3
1.8
0.9
0.7
0.8
0.8
0.8
1.6
1.7
1.7
1.35
1.1
1.5
1.3
1.5
1.5
1.5
1.8
0.75
1
1.5
1.5
2
1.3
1.3
1
1.8
0.75
0.7
0.65
1.7
1.5
0.65
1.5
1
2
1.5
1
1.4
0.9
1.8
1.6
1.8
1.5
1.4
1.5
1.255555556
1.2
1.675
1.64
1.566666667
1.5
1.255555556
1.2
1.15
1.64
1.5
1.4
1.5
1.5
1.5
1.5
1.8
2
1.9
1.8
1.6
1.3
1.3
1.5
1.5
1.5
1
2
1.6
1.9
1.5
1.7
1
1
1.1
1.2
1.2
0.8
1
0.7
1
1.5
1
1.5
1.1
1
0.85
0.7
0.9
0.9
1.2
1.1
0.9
0.8
0.85
0.7
0.5
0.5
1.045454545
0.5
0.8
0.9
0.55
0.5
0.6
0.6
0.8
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.6
0.6
0.5
0.6
0.75
0.75
0.6
1.2
0.6
0.9
1.1
0.9
1.1
1.1
0.7
0.8
0.7
0.1
1
1
1.1
1.1
1.316666667
1.31
0.5
0.4
0.8
0.9
2
1.6
1
1.3
1.3
1.266666667
1.3625
1.283333333
1.1
1.3
1.2
1.2
1.1
1
1.5
1.1
1.3
1.1
1.3
1.5
1.6
1.5
1.3
1.3
1.1
1.49
1.38
1.296153846
1.49
1.38
1.4
1.4
1.2
1.2
1.3
1.45
1.45
0.9
0.8
1.2
2
1.65
0.8
1.2
1.65
1.5
1.2
0.7
1.1
1.2
1.1
1.2
1.31
0.9
1.2
1.244
1.344444444
1.511111111
1.375
1.54
1.52
1.375
1.54
1.52
1.31875
1.15
1.3
1.0625
1.25
1.438888889
1.1
1.5
1
1.5
2
1.2
1.5
1.5
1.5
1.5
1.5
1.2
1.15
1
1.54
1.15
1.31875
1.3
1.244
1.344444444
1.511111111
1.421111111
1.38125
1.54
1.421111111
1.38125
1.375
1.54
1.52
1.244
1.31875
1.511111111
1.244
1.244
1.344444444
1.375
1.54
1.52
1.421111111
1.38125
1.54
1.31875
1.3
1.54
1.38125
0.8
1.9
1.7
2
1.6
1.5
1.2
1.6
1.4
1.5
0.9
1.5
1.342857143
1.35
1.5
1.187
1.2
1.2
1.4
1.1
1.5
1.3
1.2
1.5
0.9
1.3
1.6
1.2
1.5
1.6
1.6
1.4
1.5
1.4
1.6
1.6
1.5
1.2
1.8
0.7
1.5
1.5
1.5
1.4
1.5
1.5
1.6
1.4
1.2
1
1.5
1.4
1.3
1.2
1.3
1.5
1.4
1.4
1.3
1.5
1.3
1.5
0.9
1.2
1
1
1
0.7
0.8
1.3
0.7
0.8
0.8
0.8
1.7
0.9
1
1.3
0.8
1.3
1.8
0.7
1.1
1
1.5
1.4
0.6
0.5
0.7
0.6
0.5
0.8
0.9
0.5
1
1.2
0.8
1.3
0.96
0.8
0.8
1.5
0.7
0.9
0.8
0.5
1.1
1.4
1.2
1
1.4
1
1.8
1.1
0.6
1.5
0.7
0.6
1.1
1.2
1.1
1
2
0.5
0.7
1
0.6
1.6
0.6
0.6
1.2
1.28125
1
1.175
1
1.175
1.5
2
1.2
1.5
1.1
1.104545455
1.251545455
1.5
1.3
1.3
0.9
0.95
0.7
0.8
0.8
0.8
1
0.9
0.65
0.8
0.7
0.7
1.391666667
1.45
1.405
0.8
0.8
1.17
1
1.1
1
1
0.7
1
1.5
1.4
1.2
1.3
1.1
1.2
1.4
1.4
1.5
1.2
1.2
0.95
1
1.442857143
1.442857143
1
0.95
1.2
1.5
1.2
1.3
1.3
1.5
1.5
1.2
1
0.9
1.1
1.5
1.1
1.8
1.8
2
1.9
1
1
1
1
0.9
0.9
0.9
1
1.05
0.95
1.28
1.417
1.28
1.1
1.1
1.2
1.289
1.372
1.49
1.408
1.801
1.1
1.1
1.7
2
0.8
1
0.9
1.2
1.2
1
1.4
0.7
1
1.1
1.1
1.125
1.2
1.1
1.1
1
1.1
1.5
1.2
1.4
1.4
1.4
1.5
1.4
1.2
1.1
1.2
2
1.5
1
2
1.5
1.5
1.3
1.5
1.5
1.5
1.5
1.5
1.5
1.5
1.4
1.2
1.2
0.85
1
1.5
1.4
1.5
0.9
0.85
1
2
1.9
2
1.5
1.4
1.4
1.7
1.3
1.3
0.8
1.2
1.1
1.3
1.6
1.5
0.65
1.5
1.3
0.8
0.9
1.3
1
1.2
1.5
1
1
0.8
1.5
0.95
0.65
1.8
1.5
1.0625
1.8
1.1
1.5
1.367
1.05
1
1.2
1.2
1.5
1.5
1.5
1.25
1.1
1.0625
0.65
1.9
1.5
1.5
1.5
1.5
2
1.8
2
2
1.8
1.5
1.7
1.7
1.8
1.7
2
1.7
1.65
1.585714286
1.4
1.6
1.1
1.2
1.5
1.8
1.8
1.8
1.8
1.8
1.7
1.55
1.8
0.65
2
2
2
2
1.7
1.7
1.8
2
2
1.8
1.5
1.5
1.8
1.3
1
0.95
0.85
0.8
1
1
1.05
0.775
0.8
1.5
1.2
1.2
1
1.4
1
1
1.2
0.7
1.6
1.5
1.7
1.4
1.5
1
1.2
0.8
0.8
1.2
1.1
1.5
1.7
1.5
2
1.6
2
1.6
1.7
1.8
1.7
1.5
1.1
1
1.2
1.8
1.7
1.25
1.5
1.5
1.6
1.5
1.1
1.4
1.2
1.1
1.15
1.3
0.95
1.2
1.35
0.95
1.45
0.95
0.95
1.55
1
1.2
1.1
1
0.9
0.9
0.9
1
1.3
1.1
1.2
1.5
1
1.2
0.7
1.2
1.3
0.65
0.65
1.5
1.6
2
1.6
1.6
1.8
1.7
1.5
1.5
1.5
1.9
1.7
1.6
1.9
1.7
1.9
1.4
1.9
0.7
0.7
0.7
0.65
1.6
1.7
1.6
2
1.5
1.5
1.5
1.4
1.2
1.5
1.2
1.5
1.5
1.5
1.5
1.3
1.5
1.4
1.3
1.5
1.2
1.2
1.5
1.5
1.5
1.35
1.7
1.4
1.244625
0.65
1.7
0.7
1.280714286
1.6
1.244625
1.2
1.3
1.1
1
1.05
1.2
1.5
1.2
0.8
1
1.1
1.2
0.8
2
1.5
1.8
1.5
1.6
0.65
0.7
1.8
0.8
1.1
1.2
1.6
1.6
1.4
1.2
1.6
1.8
1.3
1
1.2
1.5
1.5
1.2
1.2
1.4
1
1.15
1.275
1.1
1.1
1.15
1.35
1.475
1.125
1.4
1.15
1.4
1.375555556
