"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S1#G08#1#343","WLD_S1","G08",1,343,"2018-12-06","22:50:56","https://panoptes-uploads.zooniverse.org/production/subject_location/3a777421-1047-4e8d-8ca3-b63dc2757f88.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/9ac2d57e-0507-4d4d-a048-0a860871c78e.jpeg",NA,39012968,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#G08#1#344","WLD_S1","G08",1,344,"2018-12-07","03:09:53","https://panoptes-uploads.zooniverse.org/production/subject_location/4f979fe8-6e9d-4ec4-8fc5-19d3d86716f2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f4d09191-3107-4c5c-ade7-289a5637deb8.jpeg",NA,39001939,"mongoose","1","1","1",0,0,1,0.17,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#G08#1#345","WLD_S1","G08",1,345,"2018-12-07","05:23:19","https://panoptes-uploads.zooniverse.org/production/subject_location/85a74935-cd8e-4a5a-8538-7e283f5b3c4f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a0a3f1ee-efac-4c6f-8f9e-a1bf93c5e292.jpeg",NA,39044411,"mongoose","1","1","1",0.14,0,0.43,0.43,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#G08#1#349","WLD_S1","G08",1,349,"2018-12-07","18:53:31","https://panoptes-uploads.zooniverse.org/production/subject_location/ebabfc56-a7c9-4dbb-9e64-be69a7284183.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f0a9e574-2c33-4b9d-b306-8a32242efcb3.jpeg",NA,39050627,"mongoose","1","1","1",0,0,0.6,0.6,0,0,NA,NA,NA,NA,0.33,0.88
"WLD_S1#G08#1#356","WLD_S1","G08",1,356,"2018-12-10","15:37:32","https://panoptes-uploads.zooniverse.org/production/subject_location/c00bed96-5931-43f8-9c0f-bd66ede6b107.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/dc4fe00d-31b4-4caa-a719-91c3376f3627.jpeg",NA,39028894,"mongoose","1","1","1",0.1,0,0.9,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#G08#1#406","WLD_S1","G08",1,406,"2018-12-29","04:07:51","https://panoptes-uploads.zooniverse.org/production/subject_location/701a2077-0c30-4ff7-8eff-e3d97d179eb3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/74865d70-869b-4046-87a2-ca167e4283d4.jpeg",NA,38932679,"mongoose","1","1","1",0.38,0.12,0.5,0.12,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#G08#1#428","WLD_S1","G08",1,428,"2019-01-07","06:22:57","https://panoptes-uploads.zooniverse.org/production/subject_location/652927f0-4af2-4030-944e-851f869d56ff.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7311f91b-0cb5-49ca-adcb-b31e17d5a2ee.jpeg",NA,39042735,"mongoose","1","1","1",0.11,0,0.89,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#G08#1#542","WLD_S1","G08",1,542,"2019-01-29","08:52:10","https://panoptes-uploads.zooniverse.org/production/subject_location/aa0705c3-5feb-4877-ad35-7dad8bd0ea78.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/27ceb9db-ccdd-4f72-b8e1-a893a85e0a70.jpeg",NA,38912782,"mongoose","1","1","1",0.22,0,0.78,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#G08#1#548","WLD_S1","G08",1,548,"2019-01-30","18:44:08","https://panoptes-uploads.zooniverse.org/production/subject_location/4791f095-ad4c-45ae-b1bf-d73fb1dadc05.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c47dd21e-bdbd-4f08-82ab-a55e8ab133a0.jpeg",NA,38899015,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.72
"WLD_S1#G08#1#549","WLD_S1","G08",1,549,"2019-01-30","18:44:42","https://panoptes-uploads.zooniverse.org/production/subject_location/4103eed1-95f5-4e30-948e-4d4633a5a235.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a2bd393b-eb81-47cf-bdcf-f39299953f1a.jpeg",NA,39021748,"mongoose","1","1","1",0.43,0,0.57,0.14,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#G08#1#551","WLD_S1","G08",1,551,"2019-01-31","06:36:22","https://panoptes-uploads.zooniverse.org/production/subject_location/ab836f0d-ff94-4222-8e11-d4d9c1e6bd20.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/423bec56-cd46-41cd-b553-e3ba681b648c.jpeg",NA,38939261,"mongoose","2","2","1",0.57,0,0.86,0,0,0.57,NA,NA,NA,NA,0.78,0.62
"WLD_S1#G08#1#562","WLD_S1","G08",1,562,"2019-02-02","08:43:26","https://panoptes-uploads.zooniverse.org/production/subject_location/9c57a52a-76c9-4412-a564-a9c55c17a5b9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a0b329e3-f00d-4811-9e8d-db67769c0acb.jpeg",NA,39041764,"mongoose","1","1","1",0.33,0,0.44,0.33,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#G08#1#582","WLD_S1","G08",1,582,"2019-02-09","04:20:55","https://panoptes-uploads.zooniverse.org/production/subject_location/bf3ba81c-b60f-472a-bedc-5f0c40520fe1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/398a10f1-ce8b-4e40-8adf-d495fd518eb3.jpeg",NA,38905748,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#G08#1#611","WLD_S1","G08",1,611,"2019-02-09","16:54:57","https://panoptes-uploads.zooniverse.org/production/subject_location/ef29ebc0-197b-4893-b208-bfc2d361a3db.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/36c3582b-0a15-43f2-a19d-a863971ba6e6.jpeg",NA,39023139,"mongoose","1","1","1",0,0,0.89,0.11,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#G08#1#624","WLD_S1","G08",1,624,"2019-02-13","04:48:29","https://panoptes-uploads.zooniverse.org/production/subject_location/cfd83f90-786f-46e5-a3ae-7791e9cef4bb.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/24b306dc-304a-4c46-a7c3-147aaf6bb257.jpeg",NA,38977985,"mongoose","1","1","1",0.33,0,0.67,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#G08#1#625","WLD_S1","G08",1,625,"2019-02-13","04:54:15","https://panoptes-uploads.zooniverse.org/production/subject_location/59b14493-3122-4b80-8b0e-2d339349756a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4da015a2-fcdd-43f8-9da5-433c24a6a195.jpeg",NA,38883604,"mongoose","1","1","1",0.11,0,0.89,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#G08#1#639","WLD_S1","G08",1,639,"2019-02-16","19:17:14","https://panoptes-uploads.zooniverse.org/production/subject_location/d1237dad-9e02-4e5f-b5a4-955e2a41f61e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a96b3bbb-0f9c-4569-99c3-66fabe410848.jpeg",NA,39025976,"mongoose","1","1","1",0.12,0,0.62,0.25,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#G08#1#705","WLD_S1","G08",1,705,"2019-03-22","06:00:42","https://panoptes-uploads.zooniverse.org/production/subject_location/6395f7a5-139f-4029-b038-48fedb73f049.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/af94bcab-a2c0-4b37-bd91-776fd27f1b60.jpeg",NA,38989780,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#G08#1#712","WLD_S1","G08",1,712,"2019-03-25","04:45:41","https://panoptes-uploads.zooniverse.org/production/subject_location/6b10b67a-52a2-4a63-9166-f3670fc10133.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/de7a1be2-fca4-4abc-b7b7-420479416ed7.jpeg",NA,39090764,"mongoose","1","1","1",0.12,0,0.88,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#G08#1#800","WLD_S1","G08",1,800,"2019-05-04","02:02:18","https://panoptes-uploads.zooniverse.org/production/subject_location/ee73d0a6-135b-4177-b7d8-7ccd0551f10d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/9ab991c5-9f47-4f63-8ce5-e89f56b2474f.jpeg",NA,38972580,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#H05#1#10","WLD_S1","H05",1,10,"2018-09-16","00:56:03","https://panoptes-uploads.zooniverse.org/production/subject_location/9d9a0964-850d-46e6-8ecd-bcef332bc99b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d47a4c74-5c81-4679-b647-cb99b84b74b0.jpeg",NA,38953305,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#H05#1#89","WLD_S1","H05",1,89,"2018-10-01","00:39:29","https://panoptes-uploads.zooniverse.org/production/subject_location/84b0b849-09f1-481b-8cd7-5d1da6f8f602.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6a0fb732-b809-4c78-99e7-511494ce019b.jpeg",NA,39011709,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#H07#1#13931","WLD_S1","H07",1,13931,"2018-11-06","01:23:59","https://panoptes-uploads.zooniverse.org/production/subject_location/bc58240a-044a-47e7-87eb-69500475fc98.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/404a7e10-918d-4101-81d1-695c2f331b85.jpeg",NA,39063872,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#H07#1#14640","WLD_S1","H07",1,14640,"2018-11-19","16:53:21","https://panoptes-uploads.zooniverse.org/production/subject_location/aacdff83-d9cc-477e-ae95-daef64bd32a6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/aee790de-a541-4669-879d-cf726cc053ab.jpeg",NA,38989665,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#I04#1#277","WLD_S1","I04",1,277,"2018-06-25","19:04:05","https://panoptes-uploads.zooniverse.org/production/subject_location/360eba24-f581-46fd-a1c6-83050ee5a6d9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7edcdbef-27e2-4e79-8857-017d4eb38aef.jpeg",NA,38949686,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.36,0.91
"WLD_S1#I06#1#363","WLD_S1","I06",1,363,"2018-07-20","18:11:06","https://panoptes-uploads.zooniverse.org/production/subject_location/f656c403-7ec6-461e-b904-9c16dcafa50c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f30557a0-29aa-4ab8-9680-cc4b3686874a.jpeg",NA,39032411,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.75,0.67
"WLD_S1#I06#1#543","WLD_S1","I06",1,543,"2018-08-22","19:47:27","https://panoptes-uploads.zooniverse.org/production/subject_location/a344fb07-aaae-4545-bc97-a5eb45f1bfa6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c58b3fb9-c628-4b6a-8c8e-c19358a76adb.jpeg",NA,39090540,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#I06#1#551","WLD_S1","I06",1,551,"2018-08-24","21:19:33","https://panoptes-uploads.zooniverse.org/production/subject_location/41d28476-557f-48f2-9ea9-ad5ada9e78e9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f624efb8-4307-4b96-9ad2-2e4c907a4c35.jpeg",NA,38990806,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#I06#1#684","WLD_S1","I06",1,684,"2018-09-09","19:19:22","https://panoptes-uploads.zooniverse.org/production/subject_location/95138205-8755-472a-ad35-b63b12c7ccd1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5998d733-65d1-425d-b8cd-9eec5b1cb20f.jpeg",NA,38968892,"mongoose","1","1","1",0,0,1,0.12,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#I06#1#1172","WLD_S1","I06",1,1172,"2018-09-21","02:21:51","https://panoptes-uploads.zooniverse.org/production/subject_location/ede84b59-776c-43cf-8dc1-071b8a8c88e4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/64f26087-94f1-45e8-a31b-60050f0ea63b.jpeg",NA,38969994,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.62,0.77
"WLD_S1#I06#1#1947","WLD_S1","I06",1,1947,"2018-09-22","19:21:33","https://panoptes-uploads.zooniverse.org/production/subject_location/f201e138-92e1-4bce-9321-a1fcfeeec163.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d3d10d57-206c-4023-b2a6-c035d62838ab.jpeg",NA,38937246,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#I06#1#9229","WLD_S1","I06",1,9229,"2018-10-10","04:18:00","https://panoptes-uploads.zooniverse.org/production/subject_location/9c0a42f3-2c16-4ae4-b0f4-cc4f6c769423.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c5d1834d-2a6e-4da3-bf52-1ac51ab72e28.jpeg",NA,38967634,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.58,0.81
"WLD_S1#I06#1#10213","WLD_S1","I06",1,10213,"2018-10-11","20:59:00","https://panoptes-uploads.zooniverse.org/production/subject_location/e0eece7d-3514-46c0-a573-75a381bbfd45.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/681896fe-26a9-4939-8b0e-f4d475c99aea.jpeg",NA,39049728,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.56,0.83
"WLD_S1#I06#1#10666","WLD_S1","I06",1,10666,"2018-10-12","23:19:45","https://panoptes-uploads.zooniverse.org/production/subject_location/a41641e9-7aeb-4b49-8532-a9b4e54e6767.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d8785949-fc1c-45c0-8bdd-b15da61131d3.jpeg",NA,38883752,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.77
"WLD_S1#I08#1#321","WLD_S1","I08",1,321,"2018-07-09","20:11:25","https://panoptes-uploads.zooniverse.org/production/subject_location/5bc159cb-7906-4d91-b92f-c0ceff99ba1f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/99ee543e-d6b2-4f47-a824-686311036d3c.jpeg",NA,38981016,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.55,0.81
"WLD_S1#I08#1#746","WLD_S1","I08",1,746,"2018-07-29","19:50:37","https://panoptes-uploads.zooniverse.org/production/subject_location/6cde35db-d5ec-48c1-bd29-a817a371ffea.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6a5195d7-7f50-4695-ac3d-8441df96cb0b.jpeg",NA,39053118,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#I08#1#1044","WLD_S1","I08",1,1044,"2018-08-06","05:07:46","https://panoptes-uploads.zooniverse.org/production/subject_location/f5269871-5426-4763-87c1-9bbc75af70dc.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/59cc6522-d1a4-4a83-98d7-81da283ef624.jpeg",NA,38908132,"mongoose","1","1","1",0,0.11,0.89,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#I08#1#2995","WLD_S1","I08",1,2995,"2018-09-10","15:55:45","https://panoptes-uploads.zooniverse.org/production/subject_location/fc0b9ec9-1af0-4306-8ce0-25dd8d215991.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/534189ea-025b-4028-b9bb-e62abe02f4d0.jpeg",NA,38908138,"mongoose","1","1","1",0,0,0.89,0.11,0.11,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#I08#1#2996","WLD_S1","I08",1,2996,"2018-09-10","15:58:13","https://panoptes-uploads.zooniverse.org/production/subject_location/8cd274bd-b888-4d56-9815-469d269666b7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a9465aed-1b22-42bb-9ec1-abef8e27f7aa.jpeg",NA,39032355,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#I08#1#3023","WLD_S1","I08",1,3023,"2018-09-11","16:08:24","https://panoptes-uploads.zooniverse.org/production/subject_location/f9789add-6241-480b-8b8e-9d7949d9a3d6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5f54f5b4-5dcc-4594-ad29-81b7782f357a.jpeg",NA,38950979,"mongoose","1","1","1",0.22,0,0.78,0,0,0,NA,NA,NA,NA,0.9,0.55
"WLD_S1#I08#1#3401","WLD_S1","I08",1,3401,"2018-09-24","07:31:01","https://panoptes-uploads.zooniverse.org/production/subject_location/75a5131c-8702-4c44-bfde-4c4410d80a32.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/60791ee6-45d4-40a1-82e9-8db5ab7e7c95.jpeg",NA,38985175,"mongoose","3","2","1",0,0,1,0,0,0.33,NA,NA,NA,NA,0.67,0.77
"WLD_S1#I08#1#4140","WLD_S1","I08",1,4140,"2018-10-23","08:22:49","https://panoptes-uploads.zooniverse.org/production/subject_location/70e4fef8-aff3-4f9f-9028-a93017e801fe.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a0ee08e1-30bd-4e6d-8cc1-9f0893162a1e.jpeg",NA,38972557,"mongoose","1","1","1",0,0,0.8,0,0.2,0,NA,NA,NA,NA,0.36,0.9
"WLD_S1#I08#1#4141","WLD_S1","I08",1,4141,"2018-10-23","08:23:43","https://panoptes-uploads.zooniverse.org/production/subject_location/260e831b-8da1-46e5-9710-e95de817b88c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a07f8026-e3a3-4126-88eb-8399201ce55b.jpeg",NA,39014556,"mongoose","1","1","1",0.33,0,0.67,0,0,0,NA,NA,NA,NA,0.55,0.8
"WLD_S1#I08#1#4149","WLD_S1","I08",1,4149,"2018-10-24","15:13:13","https://panoptes-uploads.zooniverse.org/production/subject_location/98511ef6-a52b-4d4c-93ce-1132911db031.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/eaafb93c-be4c-40c4-ab16-60ab69b73fec.jpeg",NA,38937622,"mongoose","1","1","1",0.12,0,0.75,0.12,0,0.12,NA,NA,NA,NA,0.89,0.5
"WLD_S1#I08#1#4297","WLD_S1","I08",1,4297,"2018-11-04","00:54:28","https://panoptes-uploads.zooniverse.org/production/subject_location/66834634-09e8-43b3-ad66-c32bc3952812.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8ef76a86-bb9a-4941-8e16-64bacb602d2f.jpeg",NA,39036517,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.72
"WLD_S1#I08#1#4597","WLD_S1","I08",1,4597,"2018-11-23","20:18:07","https://panoptes-uploads.zooniverse.org/production/subject_location/3ee93f3b-478c-48ba-a054-555710531f58.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7ab2dfcc-d29e-4c92-bb5c-811d20ac4edd.jpeg",NA,38878157,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.75,0.67
"WLD_S1#I08#1#4631","WLD_S1","I08",1,4631,"2018-11-27","00:24:03","https://panoptes-uploads.zooniverse.org/production/subject_location/159f2825-86fd-43ff-9302-a252b8d6f24e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/cd75b3ce-8bb0-4c67-b069-7c0b0968045f.jpeg",NA,39042522,"mongoose","1","1","1",0.25,0,0.75,0,0,0,NA,NA,NA,NA,0.29,0.92
"WLD_S1#I08#1#4645","WLD_S1","I08",1,4645,"2018-11-28","02:27:55","https://panoptes-uploads.zooniverse.org/production/subject_location/17a18f8f-c2af-4950-9bd9-7eb6b3fa2059.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e3e30f40-7e85-41f2-9dc1-b5b18f0dc2ab.jpeg",NA,39041574,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.71,0.72
"WLD_S1#I08#1#4704","WLD_S1","I08",1,4704,"2018-11-30","23:40:26","https://panoptes-uploads.zooniverse.org/production/subject_location/031f1ad9-fcfa-409c-ae7b-52cd93993ce8.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0fff589d-11e7-411f-9fd6-50999da67a7b.jpeg",NA,39048198,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#I10#1#33","WLD_S1","I10",1,33,"2018-06-30","00:53:01","https://panoptes-uploads.zooniverse.org/production/subject_location/35a09b6d-c0e3-4146-aa03-7a9b7287c591.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8d9a2987-4101-4442-b8f7-fa89954f345b.jpeg",NA,38953962,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I10#1#110","WLD_S1","I10",1,110,"2018-07-19","23:27:06","https://panoptes-uploads.zooniverse.org/production/subject_location/4c48cd0e-ec50-47b1-ac58-c62d72d63d20.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f441b8f9-6a0c-458a-ac08-7110a4fc26de.jpeg",NA,38954153,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.33,0.9
"WLD_S1#I10#1#122","WLD_S1","I10",1,122,"2018-08-01","01:24:20","https://panoptes-uploads.zooniverse.org/production/subject_location/acae6e7a-9e5e-4645-9f4c-a48df295e90b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fcadd984-741b-4db2-9314-31c9e3bd9101.jpeg",NA,39089282,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I10#1#159","WLD_S1","I10",1,159,"2021-03-25","18:49:15","https://panoptes-uploads.zooniverse.org/production/subject_location/14a1310d-dc44-4cad-906a-e99c2850c0c3.jpeg","",NA,39036593,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#I10#1#257","WLD_S1","I10",1,257,"2021-05-01","22:04:59","https://panoptes-uploads.zooniverse.org/production/subject_location/2ecf4669-160a-4e13-bb63-2711ab31a7cc.jpeg","",NA,38966206,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I10#1#280","WLD_S1","I10",1,280,"2021-05-20","19:35:25","https://panoptes-uploads.zooniverse.org/production/subject_location/a1201a11-8fb4-484b-906f-735da034169b.jpeg","",NA,39056230,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.29,0.95
"WLD_S1#I10#1#294","WLD_S1","I10",1,294,"2021-05-24","21:02:48","https://panoptes-uploads.zooniverse.org/production/subject_location/6917cccb-f8c6-4fe5-9593-a6c84a6c76da.jpeg","",NA,38985027,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#I10#1#309","WLD_S1","I10",1,309,"2021-06-01","15:28:19","https://panoptes-uploads.zooniverse.org/production/subject_location/e1306ed5-0a60-4981-9a94-ab45af8480b0.jpeg","",NA,38937494,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#I10#1#339","WLD_S1","I10",1,339,"2021-06-28","13:53:16","https://panoptes-uploads.zooniverse.org/production/subject_location/b1a82f54-f3e4-4af2-bdbe-bfa39e7cd000.jpeg","",NA,38917333,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I10#1#613","WLD_S1","I10",1,613,"2021-08-06","20:45:06","https://panoptes-uploads.zooniverse.org/production/subject_location/ac9df170-2390-41b3-9a94-40a3fb1c6a77.jpeg","",NA,39023020,"mongoose","1","1","1",0.12,0,0.62,0.38,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I10#1#734","WLD_S1","I10",1,734,"2021-08-17","16:35:08","https://panoptes-uploads.zooniverse.org/production/subject_location/ddf5f086-5e67-45ad-ad39-12f1e91bafd6.jpeg","",NA,38999025,"mongoose","1","1","1",0.33,0,0.67,0,0,0,NA,NA,NA,NA,0.6,0.82
"WLD_S1#I12#1#86","WLD_S1","I12",1,86,"2018-06-23","01:51:19","https://panoptes-uploads.zooniverse.org/production/subject_location/ba5c2a28-7d72-4d46-9d82-42f4596dc13b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a2c6bcf8-1a3c-46eb-a7ab-11a5b26738be.jpeg",NA,39027484,"mongoose","1","1","1",0,0,1,0,0,0.17,NA,NA,NA,NA,0.6,0.76
"WLD_S1#I12#1#488","WLD_S1","I12",1,488,"2018-09-29","05:10:07","https://panoptes-uploads.zooniverse.org/production/subject_location/31878466-4104-4ffb-b273-54a4c5146a39.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0b86e7c7-03c6-4e20-ac07-ae825336b57c.jpeg",NA,38990620,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#I12#1#548","WLD_S1","I12",1,548,"2018-11-08","04:13:13","https://panoptes-uploads.zooniverse.org/production/subject_location/6a58897c-b25a-4588-8034-4d7a7020be96.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fc4c1973-6e7d-4e1f-ac2e-41435069be34.jpeg",NA,38994713,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.43,0.85
"WLD_S1#I12#1#579","WLD_S1","I12",1,579,"2018-11-15","04:25:37","https://panoptes-uploads.zooniverse.org/production/subject_location/30333c70-a59c-447f-b0ac-6e60274472a5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/491506d1-86e3-4a45-9b6f-a1bbc61e388b.jpeg",NA,38906232,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.38,0.88
"WLD_S1#I12#1#602","WLD_S1","I12",1,602,"2018-11-30","00:40:01","https://panoptes-uploads.zooniverse.org/production/subject_location/e037a407-70f2-4d97-9220-46625b18e67a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c242914b-60a2-4fc7-b5f8-f8803cd1648f.jpeg",NA,39062968,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.56,0.85
"WLD_S1#I12#1#606","WLD_S1","I12",1,606,"2018-12-01","03:53:01","https://panoptes-uploads.zooniverse.org/production/subject_location/b335dde8-a9d6-4afe-9c11-c3750567d8a6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7c420c74-7ee2-49ea-8196-de55bbf0548d.jpeg",NA,38882487,"mongoose","1","1","1",0,0,1,0.14,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#I12#1#611","WLD_S1","I12",1,611,"2018-12-03","00:37:09","https://panoptes-uploads.zooniverse.org/production/subject_location/7e410ac7-8bb6-4222-807d-b043a1e04c8f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f2d891a0-6c35-4124-8fda-222de3579ca6.jpeg",NA,38992456,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.4,0.85
