"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S1#K10#1#30","WLD_S1","K10",1,30,"2018-09-21","13:21:18","https://panoptes-uploads.zooniverse.org/production/subject_location/70259802-1c58-4948-a80c-218c2eb14a47.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8e6a060b-8903-4440-b3db-e86aca9d048e.jpeg",NA,38916928,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.33,0.88
"WLD_S1#K10#1#31","WLD_S1","K10",1,31,"2018-09-21","13:26:14","https://panoptes-uploads.zooniverse.org/production/subject_location/64b423a7-d282-4435-bc29-77407d54d74d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/07d284e4-a097-4f90-bd29-b1b71d8943ed.jpeg",NA,38946660,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#K10#1#405","WLD_S1","K10",1,405,"2018-11-08","05:48:57","https://panoptes-uploads.zooniverse.org/production/subject_location/7c6dfa8a-b8cd-4cae-bf3b-b7be356a71df.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2d0ebe93-40c5-4f11-9c1d-68bf11ceab86.jpeg",NA,38985090,"mongoose","2","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.45,0.84
"WLD_S1#K10#1#1285","WLD_S1","K10",1,1285,"2019-04-27","06:38:03","https://panoptes-uploads.zooniverse.org/production/subject_location/5f27704d-03c4-42d7-8577-6e5eb9b37646.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fa211c11-d404-42c6-86ed-b250f117a6df.jpeg",NA,38991569,"mongoose","2","2","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#K10#1#1559","WLD_S1","K10",1,1559,"2019-05-27","00:28:45","https://panoptes-uploads.zooniverse.org/production/subject_location/6ef68209-0489-4485-9ed1-904cd40a6355.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2ea7f775-279c-4965-955c-587c5a123258.jpeg",NA,38944396,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S2#A08#1#9","WLD_S2","A08",1,9,"2019-05-25","04:50:52","https://panoptes-uploads.zooniverse.org/production/subject_location/a7959bda-569b-47c6-af47-d48e421cac16.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f32fda6a-91ac-49b0-888f-b9c7af42a0fa.jpeg","",47698752,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.79
"WLD_S2#A08#1#61","WLD_S2","A08",1,61,"2019-06-05","18:18:53","https://panoptes-uploads.zooniverse.org/production/subject_location/0c5ac335-804b-42cb-be2f-7cc7d8be7c32.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f7f358e2-39ac-4223-91aa-442bd7ac9099.jpeg","",47698834,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#A08#1#518","WLD_S2","A08",1,518,"2019-08-23","03:29:50","https://panoptes-uploads.zooniverse.org/production/subject_location/a3079aaa-0abf-498c-a1fd-8f06db88143f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/44997ba6-3512-4a15-a04b-68d0b694a435.jpeg","",47699473,"mongoose","1","1","1",0,0,0.89,0.11,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#A08#1#519","WLD_S2","A08",1,519,"2019-08-23","03:30:37","https://panoptes-uploads.zooniverse.org/production/subject_location/a762efff-ea36-4431-ad91-4adf2b1f6138.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/73b74398-74b1-479d-8bcb-8a13efdf8a39.jpeg","",47699474,"mongoose","1","1","1",0,0,0.75,0.25,0,0,"",NA,NA,NA,0.8,0.72
"WLD_S2#A08#1#630","WLD_S2","A08",1,630,"2019-09-05","23:50:33","https://panoptes-uploads.zooniverse.org/production/subject_location/eeda6cf5-5936-42b5-bc28-ed08a0a07252.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/54ad78dd-0fea-45e1-9ab6-e82cee645b65.jpeg","",47699616,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.33,0.91
"WLD_S2#B07#1#291","WLD_S2","B07",1,291,"2020-04-07","15:34:30","https://panoptes-uploads.zooniverse.org/production/subject_location/07c7b0d4-20ff-4eba-bc00-852bb41753f3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/cfd92f22-43b1-4627-b1c3-f54834dc4207.jpeg","",47703107,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.17,0.97
"WLD_S2#B09#1#769","WLD_S2","B09",1,769,"2019-10-11","16:32:18","https://panoptes-uploads.zooniverse.org/production/subject_location/b9bf032b-cee5-4c25-bfd4-41931c5a615e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/24d9e2e3-08f2-41f6-8bbc-595a8a0626ba.jpeg","",47704044,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#C08#1#269","WLD_S2","C08",1,269,"2019-07-19","11:47:43","https://panoptes-uploads.zooniverse.org/production/subject_location/d16ce696-8e4d-4711-98ff-5b377f9dfe32.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/79282797-76c0-465b-8383-06d908f7c8eb.jpeg","",47704673,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#C08#1#570","WLD_S2","C08",1,570,"2019-09-12","10:40:29","https://panoptes-uploads.zooniverse.org/production/subject_location/52f3e0a1-c159-44d4-b903-fa281278fdd9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/70e67c0b-f464-4db2-9b84-f1a16832fd0a.jpeg","",47704972,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.86
"WLD_S2#C08#1#597","WLD_S2","C08",1,597,"2019-09-18","04:37:11","https://panoptes-uploads.zooniverse.org/production/subject_location/7c490f6b-55e2-4ff6-adc8-2f668fda2633.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a99e40bf-6fde-4f35-bd8e-f8c21d598204.jpeg","",47704999,"mongoose","1","1","1",0.12,0,1,0,0,0,"",NA,NA,NA,0.8,0.72
"WLD_S2#C08#1#613","WLD_S2","C08",1,613,"2019-09-19","02:21:16","https://panoptes-uploads.zooniverse.org/production/subject_location/2a0ec4b7-61de-47db-82a4-d02fee13b1d5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f487c77e-f296-467f-9a90-c79fc020dcb4.jpeg","",47705015,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#D03#1#50","WLD_S2","D03",1,50,"2019-05-30","07:43:52","https://panoptes-uploads.zooniverse.org/production/subject_location/7b2002ce-de7a-484f-8eda-4754a42322b4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0224062e-1e74-4886-9d9c-b72adc953f74.jpeg","",47705166,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.56,0.83
"WLD_S2#D03#1#120","WLD_S2","D03",1,120,"2019-06-03","02:01:05","https://panoptes-uploads.zooniverse.org/production/subject_location/2aa45668-e847-406c-8f16-160744ce3c18.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e9d7d759-d03a-4ef1-a1ab-f4c15f6b8f40.jpeg","",47705236,"mongoose","1","1","1",0.75,0,0.25,0,0,0,"",NA,NA,NA,0.33,0.9
"WLD_S2#D03#1#209","WLD_S2","D03",1,209,"2019-06-13","06:28:19","https://panoptes-uploads.zooniverse.org/production/subject_location/cec37f3e-c797-41e1-8ae0-86b9c4ffb5da.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/130c7d6d-68b5-495b-9cb5-bd510b1a64f5.jpeg","",47705321,"mongoose","1","1","1",0.2,0,0.8,0,0,0,"",NA,NA,NA,0.56,0.83
"WLD_S2#D03#1#245","WLD_S2","D03",1,245,"2019-06-15","17:39:11","https://panoptes-uploads.zooniverse.org/production/subject_location/13a763b4-35dc-4761-9f50-151c5b9ba464.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0c31a357-bbba-4fdc-a219-40b62d675d2b.jpeg","",47705357,"mongoose","1","1","1",0.43,0.14,0.43,0.29,0,0,"",NA,NA,NA,0.54,0.82
"WLD_S2#D03#1#270","WLD_S2","D03",1,270,"2019-06-19","01:54:01","https://panoptes-uploads.zooniverse.org/production/subject_location/5a18c6c1-0416-4549-b95a-7fa6834e4b39.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e400c3cf-d00a-4045-a1cd-e91bb436d1c8.jpeg","",47705382,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#D03#1#454","WLD_S2","D03",1,454,"2019-06-27","06:44:29","https://panoptes-uploads.zooniverse.org/production/subject_location/5bd02dc7-d18b-4121-b7b9-0aab8635b195.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/22f7c60d-3828-4e0c-82bd-bc5fd26762f4.jpeg","",47705542,"mongoose","1","1","1",0.5,0,0.5,0,0,0,"",NA,NA,NA,0.67,0.77
"WLD_S2#D03#1#625","WLD_S2","D03",1,625,"2019-07-13","05:16:14","https://panoptes-uploads.zooniverse.org/production/subject_location/56a6746a-770b-4bdc-9a42-8eb4ad834410.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f708d8c2-c55e-41e7-81d7-070ee4b9d6e7.jpeg","",47705707,"mongoose","1","1","1",0.14,0,0.86,0,0,0,"",NA,NA,NA,0.64,0.72
"WLD_S2#D03#1#765","WLD_S2","D03",1,765,"2019-07-19","06:40:09","https://panoptes-uploads.zooniverse.org/production/subject_location/a1c133f9-d284-494d-a056-16b87247c98b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/01a59f28-5bb7-433a-9166-add2789e3398.jpeg","",47705847,"mongoose","1","1","1",0.33,0,0.67,0,0,0,"",NA,NA,NA,0.75,0.67
"WLD_S2#D03#1#776","WLD_S2","D03",1,776,"2019-07-20","22:58:00","https://panoptes-uploads.zooniverse.org/production/subject_location/e6a5ede7-bdca-4ece-9a7c-3ea9d712b9f4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3b957e08-9e9f-4e7d-8fb8-458706997ed3.jpeg","",47705858,"mongoose","1","1","1",0.2,0,0.7,0.1,0,0,"",NA,NA,NA,1,0
"WLD_S2#D03#1#878","WLD_S2","D03",1,878,"2019-07-26","07:44:21","https://panoptes-uploads.zooniverse.org/production/subject_location/d971218f-d45e-4be1-a67b-18f985d4be14.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/481df4d3-eabd-49f7-8e97-ac6164f8f531.jpeg","",47705958,"mongoose","1","1","1",0.43,0,0.57,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#D03#1#913","WLD_S2","D03",1,913,"2019-07-29","06:24:09","https://panoptes-uploads.zooniverse.org/production/subject_location/48a82163-0be5-461b-97be-f4fb282273e2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/be0278a5-ddc7-4edc-9520-6d1a1d98168c.jpeg","",47705993,"mongoose","1","1","1",0.14,0,0.86,0,0,0,"",NA,NA,NA,0.7,0.72
"WLD_S2#D03#1#964","WLD_S2","D03",1,964,"2019-08-07","05:49:45","https://panoptes-uploads.zooniverse.org/production/subject_location/9b26a350-497b-4c6d-8586-8e47b0200bd8.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/19262e05-ecc0-4927-bde1-d6179371bd6b.jpeg","",47706044,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.54,0.81
"WLD_S2#D03#1#1076","WLD_S2","D03",1,1076,"2019-08-17","02:10:11","https://panoptes-uploads.zooniverse.org/production/subject_location/540d6d60-7476-48b4-b399-2868d84a3a3e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3630782d-a16b-4fa0-bc8f-f2d12a6264c0.jpeg","",47706154,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.88
"WLD_S2#E02#1#26","WLD_S2","E02",1,26,"2019-06-18","01:47:58","https://panoptes-uploads.zooniverse.org/production/subject_location/53360e55-bf5d-4804-b1b2-d97d0ffa1997.jpeg","","",47707829,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.88,0.54
"WLD_S2#E02#1#179","WLD_S2","E02",1,179,"2019-07-19","04:29:44","https://panoptes-uploads.zooniverse.org/production/subject_location/c0ea6e3c-45a7-40ff-beec-ca4c8f0f4088.jpeg","","",47707982,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#E02#1#787","WLD_S2","E02",1,787,"2019-09-15","00:28:24","https://panoptes-uploads.zooniverse.org/production/subject_location/6f913169-ba0a-4d12-a095-fb0568f3f887.jpeg","","",47708590,"mongoose","1","1","1",0.12,0,0.88,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#E02#1#819","WLD_S2","E02",1,819,"2019-09-21","20:42:45","https://panoptes-uploads.zooniverse.org/production/subject_location/41119491-7e7c-4839-b433-15807d573a4c.jpeg","","",47708622,"mongoose","1","1","1",0.33,0,0.83,0,0,0,"",NA,NA,NA,0.67,0.77
"WLD_S2#E04#1#26","WLD_S2","E04",1,26,"2019-06-06","12:01:58","https://panoptes-uploads.zooniverse.org/production/subject_location/a759743e-860e-4e6f-8dfa-c4ac8bbb15b0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2ca0e962-0030-417d-b43b-089401f1c1a4.jpeg","",47708745,"mongoose","1","1","1",0.11,0,1,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#E04#1#187","WLD_S2","E04",1,187,"2019-09-23","03:08:14","https://panoptes-uploads.zooniverse.org/production/subject_location/ac3688a8-3a3b-4550-b724-0ab55882089e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/62b5f85f-8453-4ce7-bd1a-0f01f0cbc3d4.jpeg","",47708906,"mongoose","1","1","1",0.33,0,0,0.67,0,0,"",NA,NA,NA,0.6,0.79
"WLD_S2#F07#1#71","WLD_S2","F07",1,71,"2019-06-20","20:47:37","https://panoptes-uploads.zooniverse.org/production/subject_location/504d9997-c77a-48eb-87e2-ddc16b2443a5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3f009e28-af4b-495a-9647-f7d1e7a8b8a1.jpeg","",47710636,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#G06#1#124","WLD_S2","G06",1,124,"2019-06-10","08:39:17","https://panoptes-uploads.zooniverse.org/production/subject_location/d8f1521d-ffe5-4c20-9777-7c55ebf416b0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6e8c3339-d1b5-4b81-966a-9bab0303e66b.jpeg","",47712715,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.82
"WLD_S2#G06#1#166","WLD_S2","G06",1,166,"2019-06-13","02:45:23","https://panoptes-uploads.zooniverse.org/production/subject_location/0f38b30c-60fc-4341-9a46-22a510bfd1f1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/36554e59-b22b-4a07-9d84-8a9607c6d0fe.jpeg","",47712757,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.89,0.5
"WLD_S2#G06#1#566","WLD_S2","G06",1,566,"2019-07-29","07:09:46","https://panoptes-uploads.zooniverse.org/production/subject_location/dccb4a7a-925e-4380-a9c9-8f23e993d9ad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/19020a9b-c36d-4a91-bb9f-6f8a05539ade.jpeg","",47713351,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.8
"WLD_S2#G06#1#575","WLD_S2","G06",1,575,"2019-07-30","07:19:13","https://panoptes-uploads.zooniverse.org/production/subject_location/3db47c18-a7dc-47c8-b3c6-8957c8b046f7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3de95ef9-802d-41f5-b31e-01c3ec986809.jpeg","",47713366,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.76
"WLD_S2#G06#1#596","WLD_S2","G06",1,596,"2019-08-01","07:00:17","https://panoptes-uploads.zooniverse.org/production/subject_location/e9c564c8-1952-43b9-9119-b8ad9e2912d8.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/258c2922-5dc7-4ea2-8bb1-4954342b0279.jpeg","",47713405,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.88,0.54
"WLD_S2#G06#1#830","WLD_S2","G06",1,830,"2019-08-27","20:01:34","https://panoptes-uploads.zooniverse.org/production/subject_location/541092b9-15c4-4833-98c2-03bf85abb916.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ab6d53fa-9855-4876-ab78-db9c85c0d309.jpeg","",47713844,"mongoose","1","1","1",0.11,0,1,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#G06#1#832","WLD_S2","G06",1,832,"2019-08-28","12:33:16","https://panoptes-uploads.zooniverse.org/production/subject_location/f4dca0e8-06e7-4446-a751-176a8807e2bd.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ee67661b-7f17-4028-b3ec-42ee86b45088.jpeg","",47713847,"mongoose","2","2","1",0.5,0,0.9,0.1,0.1,0.1,"",NA,NA,NA,0.67,0.88
"WLD_S2#G06#1#839","WLD_S2","G06",1,839,"2019-08-29","14:19:26","https://panoptes-uploads.zooniverse.org/production/subject_location/fc720c06-1d81-42ae-8837-9d1e66eef95e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/13122a72-823f-46bb-994e-66b03f1b64ff.jpeg","",47713860,"mongoose","3","3","2",0.12,0,0.25,0.88,0,0,"",NA,NA,NA,0.8,0.74
"WLD_S2#G06#1#877","WLD_S2","G06",1,877,"2019-09-08","07:41:05","https://panoptes-uploads.zooniverse.org/production/subject_location/95423f43-a6e2-4a1c-a16c-34bb040e0055.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d003477e-d373-4a88-95ca-e85db32d07de.jpeg","",47713916,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,1
"WLD_S2#G06#1#889","WLD_S2","G06",1,889,"2019-09-09","07:20:50","https://panoptes-uploads.zooniverse.org/production/subject_location/fb5ca664-7af8-4b8a-9c7b-e5911e3b4803.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/94f6048a-1281-46bd-8c39-46cbafdd61a2.jpeg","",47713933,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.82
"WLD_S2#G08#1#60","WLD_S2","G08",1,60,"2019-06-11","04:06:07","https://panoptes-uploads.zooniverse.org/production/subject_location/e3b5b2ae-6761-4b2f-9076-abd9710ed050.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/185388dc-163c-4be9-ad9a-98dda442b432.jpeg","",47714294,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.76
"WLD_S2#G08#1#159","WLD_S2","G08",1,159,"2019-07-30","15:00:18","https://panoptes-uploads.zooniverse.org/production/subject_location/f7e3d100-229f-4ab3-890c-c11406d2bdd1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ddeba6ed-d5ef-434b-b8ef-3accbdfb3653.jpeg","",47714462,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#G08#1#286","WLD_S2","G08",1,286,"2019-09-20","22:01:25","https://panoptes-uploads.zooniverse.org/production/subject_location/f1d4c74d-494f-420f-bebf-6a885dab9832.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/dd0c760f-1fc3-4b46-bca7-f3bc286bf6b2.jpeg","",47714679,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#G08#1#322","WLD_S2","G08",1,322,"2019-10-03","21:50:08","https://panoptes-uploads.zooniverse.org/production/subject_location/185464ff-cd56-40e8-83b8-6d32b9d947b9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fe4a91c3-2b71-495a-b168-3f91fde52bbe.jpeg","",47714744,"mongoose","1","1","1",1,0,0,0,0,0,"",NA,NA,NA,0.33,0.96
"WLD_S2#G12#1#41","WLD_S2","G12",1,41,"2019-06-06","17:37:03","https://panoptes-uploads.zooniverse.org/production/subject_location/e6b519ea-c902-4e28-aeff-8c76a7d3bb92.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/54091c4e-c0c3-4176-97f9-4ce9b20a7eca.jpeg","",47714832,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#H07#1#481","WLD_S2","H07",1,481,"2019-06-13","00:45:26","https://panoptes-uploads.zooniverse.org/production/subject_location/931aa81c-5992-43ac-acef-88ade144e4fe.jpeg","","",47718187,"mongoose","1","1","1",0.12,0,0.88,0,0,0,"",NA,NA,NA,0.89,0.5
"WLD_S2#I08#1#194","WLD_S2","I08",1,194,"2019-06-17","18:33:12","https://panoptes-uploads.zooniverse.org/production/subject_location/99c478b1-0f9f-4aeb-b0df-abd126686820.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2fad4af4-2645-4ee1-a6ab-59104cf11e4d.jpeg","",47720072,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.62,0.77
"WLD_S2#I08#1#360","WLD_S2","I08",1,360,"2019-07-05","15:49:18","https://panoptes-uploads.zooniverse.org/production/subject_location/cc2079fd-3906-4969-aa2b-8c9cd2bbdacd.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c995e5fe-335f-4c97-a8e4-147410a687aa.jpeg","",47720339,"mongoose","1","1","1",0,0,0.86,0.14,0,0,"",NA,NA,NA,0.54,0.8
"WLD_S2#I08#1#361","WLD_S2","I08",1,361,"2019-07-05","15:50:09","https://panoptes-uploads.zooniverse.org/production/subject_location/2d2b7947-9adc-4fb7-a1e0-09d282988bd2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/58c14ac0-45f8-4b15-87b7-3cda3fa82caf.jpeg","",47720340,"mongoose","1","1","1",0.33,0,0.67,0,0,0.11,"",NA,NA,NA,0.69,0.78
"WLD_S2#I08#1#402","WLD_S2","I08",1,402,"2019-07-11","19:39:10","https://panoptes-uploads.zooniverse.org/production/subject_location/e6f821f5-a3db-4485-9067-b1136da04bbe.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2c6491d4-8273-41ab-9c00-4e2757f55712.jpeg","",47720409,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.46,0.85
"WLD_S2#I08#1#413","WLD_S2","I08",1,413,"2019-07-13","18:49:59","https://panoptes-uploads.zooniverse.org/production/subject_location/73cba388-40b3-4a89-99e2-d5764c6193cc.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/be480385-6a9f-4a99-95c7-ac443cccb827.jpeg","",47720428,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#I08#1#419","WLD_S2","I08",1,419,"2019-07-14","16:26:45","https://panoptes-uploads.zooniverse.org/production/subject_location/2c88f4f1-fc96-4a5c-aeb8-ce96ad43c337.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/16d15d5d-d088-40d3-9cdc-de68796e837f.jpeg","",47720438,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.88,0.54
"WLD_S2#I08#1#589","WLD_S2","I08",1,589,"2019-08-10","04:22:19","https://panoptes-uploads.zooniverse.org/production/subject_location/3613a099-0e29-4374-8404-8766567f0050.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ec583552-1238-4405-b77a-3348b5d7f01e.jpeg","",47720664,"mongoose","1","1","1",0.25,0,0.75,0,0,0,"",NA,NA,NA,0.33,0.93
"WLD_S2#I08#1#590","WLD_S2","I08",1,590,"2019-08-10","07:33:29","https://panoptes-uploads.zooniverse.org/production/subject_location/35fa6cc4-fb55-44e5-9a5b-c80ed71fc7b7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/11477f2e-cf08-45bb-9f8b-ccd5fa594f70.jpeg","",47720665,"mongoose","2","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.45,0.84
"WLD_S2#I08#1#709","WLD_S2","I08",1,709,"2019-08-29","07:42:08","https://panoptes-uploads.zooniverse.org/production/subject_location/c500f792-ea2e-4e6a-a131-ea04225203db.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/74cfa60c-9250-48d6-8b52-53abe0c1e5ba.jpeg","",47720784,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.88,0.54
"WLD_S2#I08#1#725","WLD_S2","I08",1,725,"2019-09-01","04:59:49","https://panoptes-uploads.zooniverse.org/production/subject_location/7f70cad3-9cfe-43b2-86c2-d8615d3c472e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f1d02fa6-66cd-47e2-9fec-54a11dc8af06.jpeg","",47720800,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#I08#1#814","WLD_S2","I08",1,814,"2019-09-16","17:48:44","https://panoptes-uploads.zooniverse.org/production/subject_location/aa4ab850-b296-43f4-b7e9-733fd8d724e6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2533a432-6099-4373-84f9-7c152e8fc4a7.jpeg","",47720889,"mongoose","3","3","1",0,0,0.83,0.17,0,0,"",NA,NA,NA,0.67,0.77
"WLD_S2#I08#1#817","WLD_S2","I08",1,817,"2019-09-16","17:51:27","https://panoptes-uploads.zooniverse.org/production/subject_location/f8c4f0e3-b8b0-43dd-b89a-fa962e52410c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/0e286bbc-ec58-4173-bcd7-97feff2a81c8.jpeg","",47720892,"mongoose","4","3","1",0,0,1,0,0,0,"",NA,NA,NA,0.78,0.62
"WLD_S2#I08#1#818","WLD_S2","I08",1,818,"2019-09-16","17:51:55","https://panoptes-uploads.zooniverse.org/production/subject_location/28c3da3a-b36a-404a-a919-1b732a581c68.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/061b7ecc-bee1-4860-891d-0c95bfd05c26.jpeg","",47720893,"mongoose","4","2","2",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#I08#1#819","WLD_S2","I08",1,819,"2019-09-16","17:52:24","https://panoptes-uploads.zooniverse.org/production/subject_location/7df753bc-7e56-49ef-aaa8-75390d4b053b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/87d669bc-27d7-4b82-a335-bfd9496758b9.jpeg","",47720894,"mongoose","2","1","1",0.9,0,0.2,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#I08#1#820","WLD_S2","I08",1,820,"2019-09-16","17:54:38","https://panoptes-uploads.zooniverse.org/production/subject_location/fd42db69-ef58-4548-9eb4-e95b3f966bbe.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2563140b-b70d-4eb6-9b52-630f72290e6d.jpeg","",47720895,"mongoose","7","5","2",0.6,0,0.8,0.2,0.2,0.6,"",NA,NA,NA,0.56,0.83
