var,mean,sd,2.50%,25%,50%,75%,97.50%,Rhat,n.eff
Z[394],0.017,0.129292584,0,0,0,0,0,1.027622423,1000
Z[395],0.069,0.253496391,0,0,0,0,1,1.003158587,2100
Z[396],1,0,1,1,1,1,1,1,1
Z[397],0.053333333,0.224734786,0,0,0,0,1,1.000955269,3000
Z[398],0.016666667,0.128040438,0,0,0,0,0,1.000552144,3000
Z[399],1,0,1,1,1,1,1,1,1
Z[4],1,0,1,1,1,1,1,1,1
Z[40],0.132666667,0.339270674,0,0,0,0,1,1.001126046,3000
Z[400],0,0,0,0,0,0,0,1,1
Z[401],0.026333333,0.160151298,0,0,0,0,1,1.000558579,3000
Z[402],0.040666667,0.197549734,0,0,0,0,1,1.002813477,3000
Z[403],0.001,0.03161223,0,0,0,0,0,1.133723333,3000
Z[404],0.045,0.207338684,0,0,0,0,1,1.001388464,3000
Z[405],0.016,0.125496015,0,0,0,0,0,1.000540244,3000
Z[406],0.001,0.03161223,0,0,0,0,0,1.133723333,3000
Z[407],0.055333333,0.228667849,0,0,0,0,1,1.001041108,3000
Z[408],0.041,0.198323248,0,0,0,0,1,1.006251986,1900
Z[409],0.009666667,0.097859156,0,0,0,0,0,1.007293921,3000
Z[41],1,0,1,1,1,1,1,1,1
Z[410],0.130666667,0.337091628,0,0,0,0,1,1.000511579,3000
Z[411],0.003,0.054699153,0,0,0,0,0,1.109253452,1300
Z[412],0.271666667,0.444893094,0,0,0,1,1,1.000903604,3000
Z[413],0.055666667,0.229315105,0,0,0,0,1,1.00060362,3000
Z[414],0.001,0.03161223,0,0,0,0,0,1.133723333,3000
Z[415],0.04,0.195991847,0,0,0,0,1,1.00130367,3000
Z[416],0.083666667,0.276933421,0,0,0,0,1,1.000796622,3000
Z[417],0.199666667,0.399816424,0,0,0,0,1,1.001204919,2800
Z[418],0.163666667,0.370034499,0,0,0,0,1,1.000665194,3000
Z[419],0.042333333,0.201382076,0,0,0,0,1,1.002557942,3000
Z[42],1,0,1,1,1,1,1,1,1
Z[420],0.039333333,0.194419191,0,0,0,0,1,1.006154093,2000
Z[421],1,0,1,1,1,1,1,1,1
Z[422],1,0,1,1,1,1,1,1,1
Z[423],0.486666667,0.499905515,0,0,0,1,1,1.00069636,3000
Z[424],1,0,1,1,1,1,1,1,1
Z[425],1,0,1,1,1,1,1,1,1
Z[426],0.433333333,0.495618235,0,0,0,1,1,1.000971529,3000
Z[427],1,0,1,1,1,1,1,1,1
Z[428],1,0,1,1,1,1,1,1,1
Z[429],1,0,1,1,1,1,1,1,1
Z[43],1,0,1,1,1,1,1,1,1
Z[430],1,0,1,1,1,1,1,1,1
Z[431],1,0,1,1,1,1,1,1,1
Z[432],0.710666667,0.45352852,0,0,1,1,1,1.000550862,3000
Z[433],0.772333333,0.419396217,0,1,1,1,1,1.000635712,3000
Z[434],0.655333333,0.475338691,0,0,1,1,1,1.00362507,640
Z[435],0.683,0.465384996,0,0,1,1,1,1.000562574,3000
Z[436],0.526,0.499406784,0,0,1,1,1,1.000797548,3000
Z[437],0.732333333,0.442816649,0,0,1,1,1,1.001200212,2900
Z[438],0.466,0.498925822,0,0,0,1,1,1.00218258,1200
Z[439],1,0,1,1,1,1,1,1,1
Z[44],1,0,1,1,1,1,1,1,1
Z[440],0.61,0.487831248,0,0,1,1,1,1.001510524,2000
Z[441],0.750333333,0.432892235,0,1,1,1,1,1.001353949,2300
Z[442],1,0,1,1,1,1,1,1,1
Z[443],0.717666667,0.450209712,0,0,1,1,1,1.00181988,1500
Z[444],1,0,1,1,1,1,1,1,1
Z[445],0.823666667,0.381167048,0,1,1,1,1,1.000540741,3000
Z[446],1,0,1,1,1,1,1,1,1
Z[447],1,0,1,1,1,1,1,1,1
Z[448],1,0,1,1,1,1,1,1,1
Z[449],1,0,1,1,1,1,1,1,1
Z[45],0.295666667,0.456417931,0,0,0,1,1,1.000604647,3000
Z[450],1,0,1,1,1,1,1,1,1
Z[451],0.696,0.460059291,0,0,1,1,1,1.002489027,1000
Z[452],0.714666667,0.451648334,0,0,1,1,1,1.000763948,3000
Z[453],1,0,1,1,1,1,1,1,1
Z[454],0.564,0.495969752,0,0,1,1,1,1.000679628,3000
Z[455],0.555333333,0.497011632,0,0,1,1,1,1.003041021,790
Z[456],0.376333333,0.484545991,0,0,0,1,1,1.000567032,3000
Z[457],1,0,1,1,1,1,1,1,1
Z[458],0.744,0.436494569,0,0,1,1,1,1.000722029,3000
Z[459],0.663333333,0.472648588,0,0,1,1,1,1.001742118,1600
Z[46],1,0,1,1,1,1,1,1,1
Z[460],0.493666667,0.500043235,0,0,0,1,1,1.002085069,1300
Z[461],1,0,1,1,1,1,1,1,1
Z[462],0.524,0.499506926,0,0,1,1,1,1.001078338,3000
Z[463],1,0,1,1,1,1,1,1,1
Z[464],0.778,0.415660428,0,1,1,1,1,1.000949813,3000
Z[465],0.690333333,0.462433242,0,0,1,1,1,1.000779769,3000
Z[466],0.671666667,0.469685097,0,0,1,1,1,1.00237585,1100
Z[467],1,0,1,1,1,1,1,1,1
Z[468],1,0,1,1,1,1,1,1,1
Z[469],0.818333333,0.385633842,0,1,1,1,1,1.000898763,3000
Z[47],0.189,0.391573888,0,0,0,0,1,1.000985368,3000
Z[470],0.565,0.495839644,0,0,1,1,1,1.000668866,3000
Z[471],0.805666667,0.395752569,0,1,1,1,1,1.000780506,3000
Z[472],0.578333333,0.493908093,0,0,1,1,1,1.000936506,3000
Z[473],1,0,1,1,1,1,1,1,1
Z[474],1,0,1,1,1,1,1,1,1
Z[475],1,0,1,1,1,1,1,1,1
Z[476],0.729,0.444550194,0,0,1,1,1,1.000622805,3000
Z[477],0.502666667,0.500076242,0,0,1,1,1,1.001176688,2900
Z[478],0.413666667,0.49257226,0,0,0,1,1,1.000765579,3000
Z[479],1,0,1,1,1,1,1,1,1
Z[48],1,0,1,1,1,1,1,1,1
Z[480],0.670666667,0.470049506,0,0,1,1,1,1.001604755,1800
Z[481],0.076666667,0.266106169,0,0,0,0,1,1.005118942,1200
Z[482],0.013333333,0.114716791,0,0,0,0,0,1.0046014,3000
Z[483],0,0,0,0,0,0,0,1,1
Z[484],0.038,0.191228108,0,0,0,0,1,1.000552617,3000
Z[485],0,0,0,0,0,0,0,1,1
Z[486],0.031,0.173346521,0,0,0,0,1,1.000564494,3000
Z[487],0.089,0.284791214,0,0,0,0,1,1.000925749,3000
Z[488],1,0,1,1,1,1,1,1,1
Z[489],0,0,0,0,0,0,0,1,1
Z[49],1,0,1,1,1,1,1,1,1
Z[490],0.005333333,0.07284681,0,0,0,0,0,1.013044229,3000
Z[491],0.057666667,0.2331509,0,0,0,0,1,1.000649272,3000
Z[492],0.011666667,0.107398326,0,0,0,0,0,1.017041269,2400
Z[493],0,0,0,0,0,0,0,1,1
Z[494],0.022333333,0.147789838,0,0,0,0,0,1.000569159,3000
Z[495],0.062666667,0.242402851,0,0,0,0,1,1.001631398,3000
Z[496],0.000333333,0.018257419,0,0,0,0,0,1.290903825,3000
Z[497],0,0,0,0,0,0,0,1,1
Z[498],0.000333333,0.018257419,0,0,0,0,0,1.290903825,3000
Z[499],0.125,0.330774047,0,0,0,0,1,1.000906546,3000
Z[5],1,0,1,1,1,1,1,1,1
Z[50],0.168,0.373928613,0,0,0,0,1,1.000617183,3000
Z[500],0.065333333,0.247154305,0,0,0,0,1,1.002905844,2400
Z[501],0.027666667,0.164043263,0,0,0,0,1,1.001868919,3000
Z[502],0.135666667,0.342491346,0,0,0,0,1,1.001023221,3000
Z[503],0.087,0.281882042,0,0,0,0,1,1.000808623,3000
Z[504],0.000333333,0.018257419,0,0,0,0,0,1.290903825,3000
Z[505],0.037666667,0.190420523,0,0,0,0,1,1.001562714,3000
Z[506],0.066666667,0.24948541,0,0,0,0,1,1.001917814,3000
Z[507],0,0,0,0,0,0,0,1,1
Z[508],0.124666667,0.330395636,0,0,0,0,1,1.003490907,1200
Z[509],1,0,1,1,1,1,1,1,1
Z[51],1,0,1,1,1,1,1,1,1
Z[510],0.097,0.296007106,0,0,0,0,1,1.000688269,3000
Z[511],0.194,0.395494802,0,0,0,0,1,1.001142203,3000
Z[512],0.206666667,0.40498176,0,0,0,0,1,1.000605012,3000
Z[513],0.13,0.336359499,0,0,0,0,1,1.000550956,3000
Z[514],0.023333333,0.150985058,0,0,0,0,0,1.001526648,3000
Z[515],0.162666667,0.369122797,0,0,0,0,1,1.000695409,3000
Z[516],0.107666667,0.310010631,0,0,0,0,1,1.001014071,3000
Z[517],0.189,0.391573888,0,0,0,0,1,1.001595066,1800
Z[518],0.026,0.159161692,0,0,0,0,1,1.000603238,3000
Z[519],0.006666667,0.081390604,0,0,0,0,0,1.043390194,1600
Z[52],0.347,0.476095112,0,0,0,1,1,1.000506709,3000
Z[520],0,0,0,0,0,0,0,1,1
Z[521],1,0,1,1,1,1,1,1,1
Z[522],0.050666667,0.219352671,0,0,0,0,1,1.00055797,3000
Z[523],0,0,0,0,0,0,0,1,1
Z[524],0.135,0.341780541,0,0,0,0,1,1.00125784,2600
Z[525],0.028333333,0.165951003,0,0,0,0,1,1.010810033,1600
Z[526],0,0,0,0,0,0,0,1,1
Z[527],0.132,0.338547197,0,0,0,0,1,1.000538629,3000
Z[528],1,0,1,1,1,1,1,1,1
Z[529],1,0,1,1,1,1,1,1,1
Z[53],0.146,0.353165082,0,0,0,0,1,1.002422658,1400
Z[530],0.121,0.326181644,0,0,0,0,1,1.001659894,2200
Z[531],1,0,1,1,1,1,1,1,1
Z[532],0.139666667,0.346698652,0,0,0,0,1,1.000688478,3000
Z[533],0.080333333,0.271853865,0,0,0,0,1,1.001275445,3000
Z[534],1,0,1,1,1,1,1,1,1
Z[535],0.12,0.32501571,0,0,0,0,1,1.000542093,3000
Z[536],0.125333333,0.331151691,0,0,0,0,1,1.000682454,3000
Z[537],0.101,0.301378958,0,0,0,0,1,1.00297414,1600
Z[538],0.071,0.256867658,0,0,0,0,1,1.003645139,1800
Z[539],1,0,1,1,1,1,1,1,1
Z[54],1,0,1,1,1,1,1,1,1
Z[540],0.081333333,0.27339191,0,0,0,0,1,1.000625838,3000
Z[541],1,0,1,1,1,1,1,1,1
Z[542],0.093,0.290480854,0,0,0,0,1,1.001772716,2600
Z[543],0.151333333,0.35843323,0,0,0,0,1,1.001045068,3000
Z[544],0.127333333,0.333401571,0,0,0,0,1,1.000992209,3000
Z[545],0.195333333,0.39652318,0,0,0,0,1,1.001331382,2400
Z[546],0.148666667,0.355818902,0,0,0,0,1,1.001998423,1600
Z[547],0.115666667,0.319878096,0,0,0,0,1,1.00113277,3000
Z[548],1,0,1,1,1,1,1,1,1
Z[549],1,0,1,1,1,1,1,1,1
Z[55],1,0,1,1,1,1,1,1,1
Z[550],0.256,0.436494569,0,0,0,1,1,1.000711521,3000
Z[551],0.246,0.430750332,0,0,0,0,1,1.000868334,3000
Z[552],0.444333333,0.496974396,0,0,0,1,1,1.00158266,1800
Z[553],0.303333333,0.459774604,0,0,0,1,1,1.001004068,3000
Z[554],1,0,1,1,1,1,1,1,1
Z[555],0.227666667,0.419396217,0,0,0,0,1,1.000559838,3000
Z[556],0.183333333,0.387004065,0,0,0,0,1,1.001212403,2800
Z[557],1,0,1,1,1,1,1,1,1
Z[558],0.156333333,0.363231608,0,0,0,0,1,1.003751822,890
Z[559],1,0,1,1,1,1,1,1,1
Z[56],0.458,0.498315937,0,0,0,1,1,1.00117522,3000
Z[560],0.224,0.416991559,0,0,0,0,1,1.000593813,3000
Z[561],0.565,0.495839644,0,0,1,1,1,1.001168426,3000
Z[562],1,0,1,1,1,1,1,1,1
Z[563],1,0,1,1,1,1,1,1,1
Z[564],0.156,0.362915834,0,0,0,0,1,1.001171872,3000
Z[565],0.433666667,0.495662973,0,0,0,1,1,1.000957858,3000
Z[566],1,0,1,1,1,1,1,1,1
Z[567],1,0,1,1,1,1,1,1,1
Z[568],0.146,0.353165082,0,0,0,0,1,1.000535325,3000
Z[569],0.126,0.331904685,0,0,0,0,1,1.000758354,3000
Z[57],0.213666667,0.409962493,0,0,0,0,1,1.000602425,3000
Z[570],1,0,1,1,1,1,1,1,1
Z[571],1,0,1,1,1,1,1,1,1
Z[572],1,0,1,1,1,1,1,1,1
Z[573],1,0,1,1,1,1,1,1,1
Z[574],0.183666667,0.387276667,0,0,0,0,1,1.000819715,3000
Z[575],1,0,1,1,1,1,1,1,1
Z[576],0.100666667,0.300936998,0,0,0,0,1,1.001783127,2400
Z[577],1,0,1,1,1,1,1,1,1
Z[578],0.254,0.435370167,0,0,0,1,1,1.000649253,3000
Z[579],1,0,1,1,1,1,1,1,1
Z[58],1,0,1,1,1,1,1,1,1
Z[580],1,0,1,1,1,1,1,1,1
Z[581],1,0,1,1,1,1,1,1,1
Z[582],1,0,1,1,1,1,1,1,1
Z[583],0.408,0.491545053,0,0,0,1,1,1.001246521,2700
Z[584],1,0,1,1,1,1,1,1,1
Z[585],0.216,0.41158288,0,0,0,0,1,1.000809085,3000
Z[586],0.306,0.460906511,0,0,0,1,1,1.000507301,3000
Z[587],1,0,1,1,1,1,1,1,1
Z[588],1,0,1,1,1,1,1,1,1
Z[589],0.470666667,0.499222025,0,0,0,1,1,1.000798663,3000
Z[59],1,0,1,1,1,1,1,1,1
Z[590],0.207333333,0.40546396,0,0,0,0,1,1.000970128,3000
Z[591],0.315333333,0.464725954,0,0,0,1,1,1.001809679,1500
Z[592],0.529,0.499241505,0,0,1,1,1,1.000765614,3000
Z[593],1,0,1,1,1,1,1,1,1
Z[594],1,0,1,1,1,1,1,1,1
Z[595],1,0,1,1,1,1,1,1,1
Z[596],0.309666667,0.462433242,0,0,0,1,1,1.000679902,3000
Z[597],1,0,1,1,1,1,1,1,1
Z[598],1,0,1,1,1,1,1,1,1
Z[599],1,0,1,1,1,1,1,1,1
Z[6],0.033333333,0.179535419,0,0,0,0,1,1.001474543,3000
Z[60],1,0,1,1,1,1,1,1,1
Z[600],1,0,1,1,1,1,1,1,1
Z[601],0.427666667,0.494822701,0,0,0,1,1,1.001360266,2300
Z[602],0.541666667,0.498343929,0,0,1,1,1,1.001964073,1400
Z[603],1,0,1,1,1,1,1,1,1
Z[604],0.405666667,0.49110245,0,0,0,1,1,1.001761107,1600
Z[605],0.312666667,0.463657073,0,0,0,1,1,1.001644825,1700
Z[606],0.539666667,0.498507163,0,0,1,1,1,1.001210523,2800
Z[607],1,0,1,1,1,1,1,1,1
Z[608],1,0,1,1,1,1,1,1,1
Z[609],1,0,1,1,1,1,1,1,1
Z[61],0.003,0.054699153,0,0,0,0,0,1.017624109,3000
Z[610],1,0,1,1,1,1,1,1,1
Z[611],0.505333333,0.500054904,0,0,1,1,1,1.000768302,3000
Z[612],0.660333333,0.473675006,0,0,1,1,1,1.0012664,2600
Z[613],0.357333333,0.479294061,0,0,0,1,1,1.002778543,880
Z[614],0.526333333,0.499389313,0,0,1,1,1,1.000803814,3000
Z[615],0.614,0.486911725,0,0,1,1,1,1.001252393,2700
Z[616],0.577666667,0.494013399,0,0,1,1,1,1.00130837,2500
Z[617],0.426,0.494576117,0,0,0,1,1,1.001810784,1500
Z[618],0.512666667,0.499922857,0,0,1,1,1,1.001770358,1600
Z[619],0.532666667,0.499014924,0,0,1,1,1,1.000498771,3000
Z[62],0.030333333,0.171531425,0,0,0,0,1,1.003771584,3000
Z[620],0.599333333,0.490115252,0,0,1,1,1,1.000737708,3000
Z[621],0.673333333,0.469072381,0,0,1,1,1,1.001336189,2400
Z[622],0.413666667,0.49257226,0,0,0,1,1,1.001040688,3000
Z[623],0.590666667,0.491792818,0,0,1,1,1,1.000978928,3000
Z[624],0.429,0.495015838,0,0,0,1,1,1.001121616,3000
Z[625],0.537,0.498712246,0,0,1,1,1,1.001037243,3000
Z[626],0.585333333,0.492746543,0,0,1,1,1,1.00061147,3000
Z[627],1,0,1,1,1,1,1,1,1
Z[628],0.662333333,0.47299309,0,0,1,1,1,1.002248066,1100
Z[629],0.563,0.496097811,0,0,1,1,1,1.002992429,800
Z[63],0.047333333,0.212386263,0,0,0,0,1,1.002309073,3000
Z[630],1,0,1,1,1,1,1,1,1
Z[631],0.679333333,0.466810661,0,0,1,1,1,1.000701003,3000
Z[632],0.492333333,0.500024563,0,0,0,1,1,1.001470619,2100
Z[633],0.685,0.464593316,0,0,1,1,1,1.001800111,1500
Z[634],0.595,0.490973881,0,0,1,1,1,1.003178043,750
Z[635],1,0,1,1,1,1,1,1,1
Z[636],0.692333333,0.461604717,0,0,1,1,1,1.00185571,1500
Z[637],0.577333333,0.494065707,0,0,1,1,1,1.00074209,3000
Z[638],0.507666667,0.500024563,0,0,1,1,1,1.000525454,3000
Z[639],0.540333333,0.49845365,0,0,1,1,1,1.000606198,3000
Z[64],0.003,0.054699153,0,0,0,0,0,1.134524809,1000
Z[640],1,0,1,1,1,1,1,1,1
Z[641],0.509,0.500002334,0,0,1,1,1,1.001638131,1800
Z[642],1,0,1,1,1,1,1,1,1
Z[643],0.563666667,0.496012666,0,0,1,1,1,1.00059913,3000
Z[644],1,0,1,1,1,1,1,1,1
Z[645],0.551333333,0.497440822,0,0,1,1,1,1.000727999,3000
Z[646],0.593,0.491356772,0,0,1,1,1,1.001081169,3000
Z[647],0.612,0.487375808,0,0,1,1,1,1.000753524,3000
Z[648],0.537333333,0.498687396,0,0,1,1,1,1.000565848,3000
Z[649],0.553,0.497265949,0,0,1,1,1,1.000921603,3000
Z[65],0.004333333,0.065696227,0,0,0,0,0,1.036186295,3000
Z[650],0.704,0.456567065,0,0,1,1,1,1.000702751,3000
Z[651],0.495333333,0.500061572,0,0,0,1,1,1.001139348,3000
Z[652],0.818666667,0.385358347,0,1,1,1,1,1.001488335,2000
Z[653],1,0,1,1,1,1,1,1,1
Z[654],1,0,1,1,1,1,1,1,1
Z[655],1,0,1,1,1,1,1,1,1
Z[656],0.642,0.479492062,0,0,1,1,1,1.000901346,3000
Z[657],0.758666667,0.427963324,0,1,1,1,1,1.000590171,3000
Z[658],1,0,1,1,1,1,1,1,1
Z[659],1,0,1,1,1,1,1,1,1
Z[66],0.02,0.140023339,0,0,0,0,0,1.000799344,3000
Z[660],1,0,1,1,1,1,1,1,1
Z[67],0.003666667,0.060451967,0,0,0,0,0,1.003634298,3000
Z[68],0.007,0.083386556,0,0,0,0,0,1.022806744,3000
Z[69],0.007666667,0.087237754,0,0,0,0,0,1.006149201,3000
Z[7],1,0,1,1,1,1,1,1,1
Z[70],0.008,0.089099081,0,0,0,0,0,1.022522623,2600
Z[71],0.006333333,0.079343057,0,0,0,0,0,1.01724908,3000
Z[72],0.142666667,0.3497909,0,0,0,0,1,1.003777183,950
Z[73],0.008666667,0.092706097,0,0,0,0,0,1.009150266,3000
Z[74],0.006666667,0.081390604,0,0,0,0,0,1.000763485,3000
Z[75],0.005,0.070545438,0,0,0,0,0,1.006164932,3000
Z[76],0.056333333,0.230602721,0,0,0,0,1,1.00055225,3000
Z[77],0.005666667,0.07507619,0,0,0,0,0,1.021524904,3000
Z[78],0.11,0.312941918,0,0,0,0,1,1.001649791,2400
Z[79],0.003333333,0.05764833,0,0,0,0,0,1.059180962,2300
Z[8],0.113666667,0.317458893,0,0,0,0,1,1.00147821,2500
Z[80],0.006666667,0.081390604,0,0,0,0,0,1.0082486,3000
Z[81],0.139,0.3460042,0,0,0,0,1,1.002802228,1300
Z[82],0.001333333,0.036496569,0,0,0,0,0,1.165938915,1700
Z[83],0.006666667,0.081390604,0,0,0,0,0,1.01916804,3000
Z[84],0.007666667,0.087237754,0,0,0,0,0,1.006149201,3000
Z[85],0.006,0.077239813,0,0,0,0,0,1.055541008,1400
Z[86],0.009,0.094456201,0,0,0,0,0,1.001587747,3000
Z[87],1,0,1,1,1,1,1,1,1
Z[88],1,0,1,1,1,1,1,1,1
Z[89],1,0,1,1,1,1,1,1,1
Z[9],1,0,1,1,1,1,1,1,1
Z[90],0.016,0.125496015,0,0,0,0,0,1.000540244,3000
Z[91],0.004,0.063129458,0,0,0,0,0,1.009836163,3000
Z[92],0.002333333,0.048256244,0,0,0,0,0,1.064428341,3000
Z[93],0.009,0.094456201,0,0,0,0,0,1.017855396,3000
Z[94],0.023333333,0.150985058,0,0,0,0,0,1.013442583,1500
Z[95],0.009666667,0.097859156,0,0,0,0,0,1.041070092,1200
Z[96],1,0,1,1,1,1,1,1,1
Z[97],0.001666667,0.040797594,0,0,0,0,0,1.018973473,3000
Z[98],0.004333333,0.065696227,0,0,0,0,0,1.011221795,3000
Z[99],0.014,0.117510012,0,0,0,0,0,1.002979927,3000
