"Factor","Value"
"tree_hansen",0.440800455654851
"termite.count.100m",-0.202952675182333
"urema_dist",-0.326498100079376
"tree_hansen",0.17292400486371
"termite.count.100m",0.275545950918892
"urema_dist",-0.493294868312306
"tree_hansen",0.569260245120925
"termite.count.100m",-0.228504589976144
"urema_dist",-0.239882005392531
"tree_hansen",0.251570223572099
"termite.count.100m",0.138894185945654
"urema_dist",-0.497333674743335
"tree_hansen",0.439072598385638
"termite.count.100m",0.163695572941365
"urema_dist",-0.294655168725659
"tree_hansen",0.28873777630313
"termite.count.100m",-0.00685624504765955
"urema_dist",-0.304932109652206
"tree_hansen",-0.347834167925999
"termite.count.100m",0.0115647397466344
"urema_dist",-0.44536745859754
"tree_hansen",0.108725108597181
"termite.count.100m",0.0831895070460182
"urema_dist",-0.318907872853716
"tree_hansen",-0.625172379129268
"termite.count.100m",-0.285686812534803
"urema_dist",-0.394566034768079
"tree_hansen",-0.201720700714341
"termite.count.100m",0.424259405596213
"urema_dist",-0.165265448990221
"tree_hansen",-0.184841385136981
"termite.count.100m",-0.134774845985611
"urema_dist",-0.24937152273724
"tree_hansen",-0.0574561373809986
"termite.count.100m",-0.179285361500776
"urema_dist",-0.347561460555786
"tree_hansen",0.255047869665979
"termite.count.100m",0.355858737728079
"urema_dist",-0.321803663530499
"tree_hansen",-0.0275830309092721
"termite.count.100m",0.564295139064472
"urema_dist",-0.513431907155
"tree_hansen",0.358261005161841
"termite.count.100m",0.284169055247217
"urema_dist",-0.117495964893204
"tree_hansen",-0.162098706808045
"termite.count.100m",0.151397700607187
"urema_dist",-0.315080544943931
"tree_hansen",-0.0724366222027432
"termite.count.100m",0.37469633821355
"urema_dist",-0.473167708417124
"tree_hansen",0.293891850907453
"termite.count.100m",0.216414845090826
"urema_dist",-0.415822336435017
"tree_hansen",0.527474508889943
"termite.count.100m",0.258245740993766
"urema_dist",-0.685362174130539
"tree_hansen",0.776201046809449
"termite.count.100m",-0.321464936790135
"urema_dist",-0.406193385753167
"tree_hansen",0.303026610098373
"termite.count.100m",-0.0279434767102366
"urema_dist",-0.378827304964949
"tree_hansen",0.0900832713024489
"termite.count.100m",-0.0729868542599846
"urema_dist",-0.639856434508023
"tree_hansen",0.565498415345545
"termite.count.100m",-0.0269235711731182
"urema_dist",-0.52850709706894
"tree_hansen",-0.0344765077137306
"termite.count.100m",-0.0402925939582818
"urema_dist",-0.095686652711524
"tree_hansen",0.0341316732708275
"termite.count.100m",0.394971607727628
"urema_dist",-0.253451582856325
"tree_hansen",-0.137070928511031
"termite.count.100m",0.519456633682668
"urema_dist",-0.289319895263034
"tree_hansen",0.219353259091878
"termite.count.100m",-0.580036677229304
"urema_dist",-0.0754828130680417
"tree_hansen",0.183753979182415
"termite.count.100m",-0.106264551972054
"urema_dist",-0.304519912609809
"tree_hansen",0.665126890381824
"termite.count.100m",0.00584676284272032
"urema_dist",-0.27619910356079
"tree_hansen",0.0932775701482248
"termite.count.100m",0.174081617294573
"urema_dist",-0.247844868414494
"tree_hansen",-0.0705579591264693
"termite.count.100m",0.420829200659497
"urema_dist",-0.655817567566148
"tree_hansen",0.604937010087925
"termite.count.100m",0.690365577204249
"urema_dist",-0.848624122112196
"tree_hansen",0.392530384550106
"termite.count.100m",-0.0300514102528392
"urema_dist",-0.477316624423583
"tree_hansen",0.44933910061493
"termite.count.100m",0.120424946272135
"urema_dist",-0.413136407416057
"tree_hansen",0.203598901417243
"termite.count.100m",-0.0286128128986017
"urema_dist",-0.307885143953033
"tree_hansen",0.265013265225054
"termite.count.100m",-0.0293870825319986
"urema_dist",-0.838828150159693
"tree_hansen",-0.359810470174286
"termite.count.100m",0.261844617286837
"urema_dist",-0.418046660270313
"tree_hansen",0.0718540499577446
"termite.count.100m",-0.197218616108277
"urema_dist",-0.481969413087866
"tree_hansen",0.499588072598798
"termite.count.100m",0.42834072963343
"urema_dist",-0.34041896731794
"tree_hansen",0.546187881410634
"termite.count.100m",0.155838557747062
"urema_dist",-0.460547009636735
"tree_hansen",0.0195912944015478
"termite.count.100m",0.0219022015876467
"urema_dist",-0.362611670647972
"tree_hansen",-0.015354658571115
"termite.count.100m",0.0507245478363328
"urema_dist",-0.213904194068322
"tree_hansen",-0.625094342074871
"termite.count.100m",-0.155501838336138
"urema_dist",-0.0308207476676175
"tree_hansen",0.22313506870303
"termite.count.100m",-0.131411828203995
"urema_dist",-0.401170652271966
"tree_hansen",-0.293409593845538
"termite.count.100m",-0.17473509833707
"urema_dist",-0.35533342995377
"tree_hansen",-0.427467525653261
"termite.count.100m",0.319693689665056
"urema_dist",-0.801448968853059
"tree_hansen",-0.34252147949249
"termite.count.100m",-0.00518310564843992
"urema_dist",-0.114235220163942
"tree_hansen",-0.262840091495454
"termite.count.100m",0.176627900295217
"urema_dist",-0.193521527042086
"tree_hansen",0.338906261904703
"termite.count.100m",-0.675714670698796
"urema_dist",-0.606341744686042
"tree_hansen",-0.11370974059126
"termite.count.100m",0.0206193798223102
"urema_dist",-0.500673209555827
"tree_hansen",0.350210587170014
"termite.count.100m",-0.331006082545883
"urema_dist",-0.466197106669915
"tree_hansen",0.0713329764215628
"termite.count.100m",0.0758351947017912
"urema_dist",-0.135294256076994
"tree_hansen",-0.0595238694085319
"termite.count.100m",0.0581313540274199
"urema_dist",-0.111437387319166
"tree_hansen",-0.048360010686289
"termite.count.100m",0.652617011342639
"urema_dist",-0.551421982175602
"tree_hansen",-0.270897076613243
"termite.count.100m",-0.195595266173954
"urema_dist",-0.39374392391489
"tree_hansen",0.104302279139103
"termite.count.100m",0.117737197841364
"urema_dist",-0.262299928737111
"tree_hansen",-0.481189272495439
"termite.count.100m",-0.760374781911248
"urema_dist",-0.428577628488945
"tree_hansen",0.209230797433059
"termite.count.100m",-0.32447346305033
"urema_dist",-0.398348403300161
"tree_hansen",0.476737468720232
"termite.count.100m",0.337885139500654
"urema_dist",-0.272713017935975
"tree_hansen",-0.306973122502651
"termite.count.100m",-0.0321444093864013
"urema_dist",-0.243917640854794
"tree_hansen",-0.470311152840708
"termite.count.100m",0.20491988228366
"urema_dist",-0.195669110213021
"tree_hansen",0.206033914790143
"termite.count.100m",0.0514361246557271
"urema_dist",-0.411315024210844
"tree_hansen",-0.120250733207381
"termite.count.100m",-0.423429097298002
"urema_dist",-0.616218551616609
"tree_hansen",0.143140821718076
"termite.count.100m",0.565391252124469
"urema_dist",-0.652666392638844
"tree_hansen",-0.242206421504141
"termite.count.100m",-0.104031591501041
"urema_dist",-0.376046745727154
"tree_hansen",0.00750571029870367
"termite.count.100m",0.584722575389788
"urema_dist",-0.608106513112783
"tree_hansen",0.774602125528552
"termite.count.100m",-0.111418566086215
"urema_dist",-0.27197205823326
"tree_hansen",0.180344749967057
"termite.count.100m",-0.00217270421167075
"urema_dist",-0.221581087458171
"tree_hansen",-0.0135316655843097
"termite.count.100m",0.63974149951833
"urema_dist",-0.465512289492678
"tree_hansen",0.664264134361239
"termite.count.100m",0.0144209290868625
"urema_dist",-0.247703046375674
"tree_hansen",-0.156658985505659
"termite.count.100m",-0.085203189335356
"urema_dist",-0.235847333242367
"tree_hansen",-0.128840710285185
"termite.count.100m",-0.00698276465045682
"urema_dist",-0.0715275529060456
"tree_hansen",0.0402680615336526
"termite.count.100m",0.531760134277694
"urema_dist",-0.19839068713882
"tree_hansen",0.107004252254718
"termite.count.100m",0.684666133851571
"urema_dist",-0.281525452363705
"tree_hansen",0.118883094241308
"termite.count.100m",0.391719539497056
"urema_dist",-0.330350788570476
"tree_hansen",0.00100295806353316
"termite.count.100m",-0.107836325531841
"urema_dist",-0.325209620765388
"tree_hansen",0.217239746211358
"termite.count.100m",0.0502689758949116
"urema_dist",-0.294458119028538
"tree_hansen",0.388209225736622
"termite.count.100m",0.402914997540458
"urema_dist",-0.0148830364676019
"tree_hansen",-0.0784425896585031
"termite.count.100m",-0.00472455984552042
"urema_dist",-0.639488096981949
"tree_hansen",0.237707900308721
"termite.count.100m",0.127377848794301
"urema_dist",-0.561787579209897
"tree_hansen",0.621970600138183
"termite.count.100m",-0.164568018058614
"urema_dist",-0.159348731814628
"tree_hansen",0.0874607483017308
"termite.count.100m",0.223988902771434
"urema_dist",-0.299869179795119
"tree_hansen",-0.118532820994709
"termite.count.100m",-0.116434503087219
"urema_dist",-0.309684094797144
"tree_hansen",-0.0782154822248938
"termite.count.100m",0.243771741035826
"urema_dist",-0.251714362942195
"tree_hansen",0.274383740297111
"termite.count.100m",-0.391176614294054
"urema_dist",-0.441291632373253
"tree_hansen",0.256403012746857
"termite.count.100m",0.400602982133777
"urema_dist",-0.418354158299777
"tree_hansen",0.0146582078697939
"termite.count.100m",-0.109890350148917
"urema_dist",-0.544816662583085
"tree_hansen",0.404674164040362
"termite.count.100m",0.507604366237892
"urema_dist",-0.284647392216884
"tree_hansen",0.036785079018313
"termite.count.100m",0.168149317772155
"urema_dist",-0.437016743492112
"tree_hansen",0.25053698610827
"termite.count.100m",0.206898696361105
"urema_dist",-0.165347356969366
"tree_hansen",0.503265055532901
"termite.count.100m",0.167613171628711
"urema_dist",-0.344640005515662
"tree_hansen",-0.0503813326356576
"termite.count.100m",0.399410411126086
"urema_dist",-0.292023950988787
"tree_hansen",0.177908528208806
"termite.count.100m",0.10913468396897
"urema_dist",-0.517916357772005
"tree_hansen",-0.0361228492892853
"termite.count.100m",-0.289701808212394
"urema_dist",-0.100730952797229
"tree_hansen",-0.091025575397554
"termite.count.100m",-0.150003927150649
"urema_dist",-0.212896155102009
"tree_hansen",-0.657152247124327
"termite.count.100m",0.29064788635898
"urema_dist",-0.484314202756181
"tree_hansen",0.618570867389778
"termite.count.100m",-0.50633944977426
"urema_dist",-0.289663611236522
"tree_hansen",0.22845133604876
"termite.count.100m",0.268476030597555
"urema_dist",-0.36057406596707
"tree_hansen",0.270011646302376
"termite.count.100m",-0.186812513754269
"urema_dist",-0.260805144803035
"tree_hansen",0.28174390204616
"termite.count.100m",0.0574279274140316
"urema_dist",-0.434012805693947
"tree_hansen",-0.00562343879668595
"termite.count.100m",-0.170233098849458
"urema_dist",-0.327868214504759
"tree_hansen",0.281505678601008
"termite.count.100m",0.0640435251619023
"urema_dist",-0.155150333502924
"tree_hansen",-0.197173207163249
"termite.count.100m",0.132995352494907
"urema_dist",-0.528108403749592
"tree_hansen",0.0726265684774596
"termite.count.100m",0.000953944560249081
"urema_dist",-0.38859737996968
"tree_hansen",0.518680135500952
"termite.count.100m",0.0527038650162339
"urema_dist",-0.651431246106856
"tree_hansen",-0.0634086205635669
"termite.count.100m",0.26082903341784
"urema_dist",-0.519210619988604
"tree_hansen",0.21018457725773
"termite.count.100m",0.381926754831792
"urema_dist",-0.424828445364679
"tree_hansen",0.238242174237528
"termite.count.100m",0.255982899073693
"urema_dist",-0.384501311997647
"tree_hansen",-0.0423416846178011
"termite.count.100m",0.266990283463235
"urema_dist",-0.133614492276833
"tree_hansen",0.68589295973772
"termite.count.100m",0.483191232951557
"urema_dist",-0.217273322143911
"tree_hansen",0.064605198179889
"termite.count.100m",0.311899447374546
"urema_dist",-0.335369439247607
"tree_hansen",0.406869236290977
"termite.count.100m",-0.165039308714742
"urema_dist",-0.152486738521385
"tree_hansen",-0.0734936672999876
"termite.count.100m",0.0260392287666399
"urema_dist",-0.323244076087236
"tree_hansen",-0.405768662494874
"termite.count.100m",-0.161607808865177
"urema_dist",-0.318182249796159
"tree_hansen",0.29911627285597
"termite.count.100m",0.357959066457703
"urema_dist",0.239171825309089
"tree_hansen",0.0075399322266287
"termite.count.100m",-0.148504398750388
"urema_dist",-0.278291995215608
"tree_hansen",0.0367101031974285
"termite.count.100m",0.000408254316747687
"urema_dist",-0.587415056910539
"tree_hansen",0.38404374872516
"termite.count.100m",-0.0601850918375665
"urema_dist",-0.52666695399587
"tree_hansen",0.0882101830102612
"termite.count.100m",0.124764654656976
"urema_dist",-0.444919441994287
"tree_hansen",0.190506767150251
"termite.count.100m",-0.154377623155257
"urema_dist",-0.708076269825932
"tree_hansen",0.141004164973401
"termite.count.100m",0.114245640050531
"urema_dist",-0.0315211980125412
"tree_hansen",0.157968565441067
"termite.count.100m",-0.319584443913979
"urema_dist",-0.464257644578668
"tree_hansen",0.186476215588106
"termite.count.100m",0.0341143461087196
"urema_dist",-0.249465107586813
"tree_hansen",0.111376248093339
"termite.count.100m",-0.512289890919174
"urema_dist",-0.162671663282549
"tree_hansen",-0.516769318305186
"termite.count.100m",0.181786572403359
"urema_dist",-0.304973648829027
"tree_hansen",-0.377727848478148
"termite.count.100m",-0.00468132562612744
"urema_dist",-0.248501417302396
"tree_hansen",-0.196404270096549
"termite.count.100m",0.0198859861230504
"urema_dist",-0.447546005055439
"tree_hansen",0.439575254282214
"termite.count.100m",-0.160426670661488
"urema_dist",-0.517300675416125
"tree_hansen",0.325697797743093
"termite.count.100m",-0.0578817965929671
"urema_dist",-0.267465664540237
"tree_hansen",-0.156868404894719
"termite.count.100m",-0.153958449836197
"urema_dist",-0.391231348353613
"tree_hansen",0.307898264557864
"termite.count.100m",-0.133019532402091
"urema_dist",-0.289141881155425
"tree_hansen",-0.300687753079663
"termite.count.100m",0.275806638419232
"urema_dist",-0.282138059032107
"tree_hansen",0.0958300015421952
"termite.count.100m",0.211766614213641
"urema_dist",-0.291004468817271
"tree_hansen",0.452996697337136
"termite.count.100m",0.0931033122549451
"urema_dist",-0.127500450293922
"tree_hansen",0.0514038909474544
"termite.count.100m",0.210894585779559
"urema_dist",-0.233914639324928
"tree_hansen",-0.0348868865676199
"termite.count.100m",0.427074967212179
"urema_dist",-0.150489576855661
"tree_hansen",0.614731892509259
"termite.count.100m",0.0672801950051274
"urema_dist",-0.696265338023206
"tree_hansen",0.26357874968352
"termite.count.100m",0.155202710609533
"urema_dist",-0.0599182556671084
"tree_hansen",0.0447952838995838
"termite.count.100m",0.210406720562882
"urema_dist",-0.329476976868778
"tree_hansen",0.017878359020615
"termite.count.100m",-0.190574919625791
"urema_dist",-0.21973111289157
"tree_hansen",0.190446028827212
"termite.count.100m",0.244034046791071
"urema_dist",-0.343270695804619
"tree_hansen",-0.0306659298289757
"termite.count.100m",0.0898872036058094
"urema_dist",-0.132746587157614
"tree_hansen",-0.163920037772163
"termite.count.100m",0.120742650396935
"urema_dist",-0.325484429626138
"tree_hansen",-0.090249851196063
"termite.count.100m",-0.321269998114212
"urema_dist",-0.367017964618418
"tree_hansen",0.101741584446925
"termite.count.100m",0.996367015749851
"urema_dist",-0.473771793254899
"tree_hansen",0.0542448168660012
"termite.count.100m",0.0744181081056231
"urema_dist",-0.59617682929093
"tree_hansen",0.0605546509192685
"termite.count.100m",-0.627269801814624
"urema_dist",-0.660527722205243
"tree_hansen",0.17816546689279
"termite.count.100m",0.185965294557292
"urema_dist",-0.0811654464285974
"tree_hansen",0.2309280523419
"termite.count.100m",-0.0146339744059092
"urema_dist",-0.411803451763797
"tree_hansen",0.127122974914652
"termite.count.100m",-0.241850158922009
"urema_dist",-0.328107256956964
"tree_hansen",-0.419927858388829
"termite.count.100m",0.0151420799814096
"urema_dist",-0.735659402211948
"tree_hansen",0.763152017686984
"termite.count.100m",0.27904025940182
"urema_dist",-0.656452857812317
"tree_hansen",0.40332568415027
"termite.count.100m",-0.186165757215677
"urema_dist",-0.255935279039117
"tree_hansen",0.782345356855684
"termite.count.100m",-0.40233576643342
"urema_dist",-0.418008902206445
"tree_hansen",0.272577110299606
"termite.count.100m",0.350529251991401
"urema_dist",-0.17580038096436
"tree_hansen",0.155280868474469
"termite.count.100m",-0.0889199246043524
"urema_dist",-0.325313211918185
"tree_hansen",0.163782824674409
"termite.count.100m",-0.301244187957951
"urema_dist",-0.110291367984765
"tree_hansen",-0.530653510381378
"termite.count.100m",0.241472857924615
"urema_dist",-0.340636610049653
"tree_hansen",-0.050569094399267
"termite.count.100m",0.0110570236428658
"urema_dist",-0.56361487031383
"tree_hansen",0.44120054235615
"termite.count.100m",-0.360512097827028
"urema_dist",-0.403084853308628
"tree_hansen",-0.290552690952022
"termite.count.100m",0.228285423526675
"urema_dist",-0.449291579918207
"tree_hansen",-0.048841078432266
"termite.count.100m",0.377874383356277
"urema_dist",-0.569976215039277
"tree_hansen",0.233653562747683
"termite.count.100m",0.0908108237626862
"urema_dist",-0.313076255591428
"tree_hansen",-0.0460152957272361
"termite.count.100m",-0.210038627370709
"urema_dist",-0.111899623941969
"tree_hansen",-0.505905681148725
"termite.count.100m",0.597457730964186
"urema_dist",-0.453502274486872
"tree_hansen",0.85498526517214
"termite.count.100m",0.0949368722311527
"urema_dist",-0.663256266250774
"tree_hansen",0.261917809984582
"termite.count.100m",-0.548600110398347
"urema_dist",0.05737563234915
"tree_hansen",-0.0332620859904311
"termite.count.100m",0.0783054241790818
"urema_dist",-0.218028540922578
"tree_hansen",0.243122955694532
"termite.count.100m",0.187998363310619
"urema_dist",0.00801228397030315
"tree_hansen",-0.211315581425389
"termite.count.100m",0.174190622608041
"urema_dist",-0.25047373543248
"tree_hansen",0.103610630059164
"termite.count.100m",0.0238326511320254
"urema_dist",-0.552238165688618
"tree_hansen",0.422664589077939
"termite.count.100m",0.298677107294695
"urema_dist",-0.513606043133716
"tree_hansen",0.318284513878695
"termite.count.100m",-0.252080862939331
"urema_dist",-0.162431769015349
"tree_hansen",0.338128484273226
"termite.count.100m",0.172014617722325
"urema_dist",0.033233298290781
"tree_hansen",0.556821723423107
"termite.count.100m",-0.572111204231833
"urema_dist",-0.137111239496529
"tree_hansen",-0.546100824345619
"termite.count.100m",0.328061544138815
"urema_dist",-0.532756806277949
"tree_hansen",-0.106360740568383
"termite.count.100m",0.611828196238004
"urema_dist",-0.411732678287032
"tree_hansen",0.294457034571487
"termite.count.100m",-0.00963251383187386
"urema_dist",-0.16760604851608
"tree_hansen",0.417053132109509
"termite.count.100m",-0.23680455996262
"urema_dist",-0.317034153410202
"tree_hansen",0.130806530748199
"termite.count.100m",-0.0137824471693497
"urema_dist",-0.0711061359252687
"tree_hansen",-0.395970370084404
"termite.count.100m",-0.191082914499044
"urema_dist",-0.214412851237737
"tree_hansen",0.525388485374873
"termite.count.100m",0.70727810758444
"urema_dist",-0.174435574930372
"tree_hansen",0.387000842898112
"termite.count.100m",0.563201823300901
"urema_dist",-0.609064646371915
"tree_hansen",0.209786323605684
"termite.count.100m",-0.538702229641853
"urema_dist",-0.279250970142955
"tree_hansen",0.233727487956745
"termite.count.100m",0.123365855873883
"urema_dist",-0.204134175164427
"tree_hansen",-0.0368367943932836
"termite.count.100m",0.0266032821530322
"urema_dist",-0.310798620284644
"tree_hansen",-0.181213359042414
"termite.count.100m",-0.204639237421253
"urema_dist",-0.301987296911291
"tree_hansen",-0.436386313410197
"termite.count.100m",0.095189626372904
"urema_dist",-0.272339691024544
"tree_hansen",0.16850598255985
"termite.count.100m",0.0821733467824265
"urema_dist",-0.277090173289098
"tree_hansen",0.368966537259359
"termite.count.100m",0.178010819920375
"urema_dist",-0.253894833876197
"tree_hansen",0.505119955480717
"termite.count.100m",0.116974223549544
"urema_dist",-0.413419237145698
"tree_hansen",0.498357751784384
"termite.count.100m",-0.0618767797444364
"urema_dist",-0.689064592488009
"tree_hansen",0.235666803073702
"termite.count.100m",-0.375125628178608
"urema_dist",-0.210115932664088
"tree_hansen",0.107650343439832
"termite.count.100m",0.182080764949469
"urema_dist",-0.300122593600028
"tree_hansen",0.162022098076382
"termite.count.100m",-0.319229556760828
"urema_dist",-0.0984179346735313
"tree_hansen",-0.36704906813505
"termite.count.100m",0.24477712438889
"urema_dist",-0.322998484624754
"tree_hansen",0.34100757533406
"termite.count.100m",0.00507336153852633
"urema_dist",-0.524787317092854
"tree_hansen",0.849267889285173
"termite.count.100m",0.17868440194736
"urema_dist",-0.201676324097387
"tree_hansen",0.210935837705671
"termite.count.100m",0.215739197154389
"urema_dist",-0.476061807309377
"tree_hansen",0.536505370799031
"termite.count.100m",0.0818794274205085
"urema_dist",-0.369245245199715
"tree_hansen",-0.28159455305979
"termite.count.100m",-0.153195940147091
"urema_dist",-0.426197958907463
"tree_hansen",-0.185322618869056
"termite.count.100m",-0.046416669022312
"urema_dist",-0.569793829997667
"tree_hansen",0.308892939887487
"termite.count.100m",-0.101968984881085
"urema_dist",-0.330767653862292
"tree_hansen",0.0933851259970568
"termite.count.100m",-0.164939887561532
"urema_dist",-0.46038350472343
"tree_hansen",0.565369487489811
"termite.count.100m",0.190771730547673
"urema_dist",-0.592018551601777
"tree_hansen",0.263236779153392
"termite.count.100m",-0.100165540627033
"urema_dist",-0.283117896478225
"tree_hansen",0.48889519344428
"termite.count.100m",-0.199447829773
"urema_dist",-0.582587865950009
"tree_hansen",-0.189652619729752
"termite.count.100m",0.160556647025561
"urema_dist",-0.360660767181136
"tree_hansen",0.140871435950839
"termite.count.100m",0.239484375885012
"urema_dist",-0.653112910933078
"tree_hansen",0.260007943054108
"termite.count.100m",0.245563896853461
"urema_dist",-0.283433618795082
"tree_hansen",0.548989137952265
"termite.count.100m",0.133752542513748
"urema_dist",-0.230736076913834
"tree_hansen",0.17586757332022
"termite.count.100m",-0.107656189637531
"urema_dist",-0.347585827221958
"tree_hansen",0.0671922009874578
"termite.count.100m",0.0642871805657957
"urema_dist",-0.402325146282675
"tree_hansen",0.467343754562132
"termite.count.100m",0.490890596840505
"urema_dist",-0.347735268679726
"tree_hansen",0.288546496811403
"termite.count.100m",-0.381468627592644
"urema_dist",-0.193687648844412
"tree_hansen",0.181643134769501
"termite.count.100m",0.189183887415097
"urema_dist",-0.285606373469679
"tree_hansen",0.25155270153569
"termite.count.100m",-0.0899624135243254
"urema_dist",-0.177313218240168
"tree_hansen",-0.041049817976197
"termite.count.100m",0.0492714840003576
"urema_dist",-0.193039232686048
"tree_hansen",0.121735040821287
"termite.count.100m",-0.167993301001836
"urema_dist",-0.476206737175187
"tree_hansen",-0.289704981353451
"termite.count.100m",-0.062964026054429
"urema_dist",0.0773494737704941
"tree_hansen",-0.123738780507596
"termite.count.100m",-0.43345087599266
"urema_dist",-0.392273314151245
"tree_hansen",0.478225019819135
"termite.count.100m",0.0575250395051033
"urema_dist",-0.390382994064861
"tree_hansen",0.131011292532918
"termite.count.100m",-0.158871174383123
"urema_dist",-0.253680002252739
"tree_hansen",-0.184020764439511
"termite.count.100m",0.143939993064895
"urema_dist",-0.868383359507132
"tree_hansen",0.727797433551805
"termite.count.100m",0.217541644345113
"urema_dist",-0.172593998388395
"tree_hansen",0.126960327284899
"termite.count.100m",-0.102866254000416
"urema_dist",-0.395484074551727
"tree_hansen",0.154537750859197
"termite.count.100m",-0.551842582300732
"urema_dist",-0.157831066126204
"tree_hansen",0.053279502902741
"termite.count.100m",-0.268388001162028
"urema_dist",-0.376055316665394
"tree_hansen",-0.147179247155316
"termite.count.100m",-0.00133173339750977
"urema_dist",-0.627057492534879
"tree_hansen",0.0300221973954352
"termite.count.100m",-0.0722276863471787
"urema_dist",-0.100157760361683
"tree_hansen",0.127464985326531
"termite.count.100m",0.0703703602237878
"urema_dist",-0.293898804834777
"tree_hansen",-0.271225983514648
"termite.count.100m",-0.492815340494046
"urema_dist",-0.374827270092573
"tree_hansen",0.0461846920879118
"termite.count.100m",-0.219802182209303
"urema_dist",-0.270582201706411
"tree_hansen",0.0603423465979456
"termite.count.100m",0.0403694263443673
"urema_dist",0.129249078426821
"tree_hansen",-0.0287999527497694
"termite.count.100m",0.806045876060156
"urema_dist",-0.624885268447496
"tree_hansen",0.191649887929319
"termite.count.100m",0.104017085454559
"urema_dist",-0.397342089124679
"tree_hansen",0.271778950894923
"termite.count.100m",-0.0398508993222207
"urema_dist",-0.437256184265369
"tree_hansen",-0.457563831117319
"termite.count.100m",0.28413915073868
"urema_dist",0.0682107501875257
"tree_hansen",0.297096509627387
"termite.count.100m",0.0768406345427781
"urema_dist",-0.423502714573988
"tree_hansen",0.208277131015862
"termite.count.100m",-0.167107830978528
"urema_dist",-0.152003650405052
"tree_hansen",0.735686066286423
"termite.count.100m",-0.117555802132809
"urema_dist",-0.247255206031791
"tree_hansen",0.0580510034318855
"termite.count.100m",0.176826108883926
"urema_dist",-0.0558662537317587
"tree_hansen",0.162009659656013
"termite.count.100m",0.491010435736475
"urema_dist",-0.156753713489624
"tree_hansen",0.105679619140618
"termite.count.100m",0.265293993889896
"urema_dist",-0.427015700813352
"tree_hansen",0.401334926995897
"termite.count.100m",0.0509353032747266
"urema_dist",-0.486170701688188
"tree_hansen",0.318384978033322
"termite.count.100m",-0.439805191664669
"urema_dist",-0.44907919332209
"tree_hansen",0.272201607208853
"termite.count.100m",0.0500174273514023
"urema_dist",-0.574582014895047
"tree_hansen",0.294351673027502
"termite.count.100m",0.389099592802658
"urema_dist",-0.335854881771199
"tree_hansen",0.1341750927331
"termite.count.100m",-0.0393332193942335
"urema_dist",-0.598296277226516
"tree_hansen",-0.0875607208506378
"termite.count.100m",0.00394805064824666
"urema_dist",-0.171037936378348
"tree_hansen",-0.235142953136343
"termite.count.100m",0.304292931554291
"urema_dist",-0.253573385982902
"tree_hansen",0.0791849004390487
"termite.count.100m",0.30647293278844
"urema_dist",-0.584387660873271
"tree_hansen",-0.667043288266109
"termite.count.100m",-0.0738025490046819
"urema_dist",-0.139157040040389
"tree_hansen",0.114892324915653
"termite.count.100m",-0.0636790715916223
"urema_dist",-0.355913578954894
"tree_hansen",0.345890640151983
"termite.count.100m",0.449716723279225
"urema_dist",-0.195231155040661
"tree_hansen",0.221410028337721
"termite.count.100m",-0.0594730979807562
"urema_dist",-0.245897600231048
"tree_hansen",-0.370813057726239
"termite.count.100m",-0.495852792772697
"urema_dist",-0.23791054768998
"tree_hansen",-0.143828081808213
"termite.count.100m",0.233202113702152
"urema_dist",-0.10434790427677
"tree_hansen",0.299501952205118
"termite.count.100m",-0.373808081042453
"urema_dist",-0.285614486903972
"tree_hansen",-0.356167388145238
"termite.count.100m",0.34928896117451
"urema_dist",-0.480197732631676
"tree_hansen",0.282858803417095
"termite.count.100m",0.233238194495761
"urema_dist",-0.151077456095445
"tree_hansen",0.350812017681523
"termite.count.100m",0.313828614712613
"urema_dist",-0.207203745401465
"tree_hansen",-0.0665228435963741
"termite.count.100m",-0.0662494789000963
"urema_dist",-0.267550001667933
"tree_hansen",0.13492522893797
"termite.count.100m",0.0666353072584141
"urema_dist",-0.428800838253535
"tree_hansen",0.386212427535317
"termite.count.100m",0.318617590473481
"urema_dist",-0.216210234697289
"tree_hansen",-0.107662878959982
"termite.count.100m",-0.0214525209086762
"urema_dist",-0.176236857734477
"tree_hansen",0.0964499104807535
"termite.count.100m",0.262510689850442
"urema_dist",-0.481741186637773
"tree_hansen",0.227638848681424
"termite.count.100m",-0.490122195164963
"urema_dist",-0.311136445424354
"tree_hansen",0.15002779948297
"termite.count.100m",0.0970688318553617
"urema_dist",-0.341002674105549
"tree_hansen",0.250204683402713
"termite.count.100m",0.047684648015508
"urema_dist",-0.458286571860342
"tree_hansen",0.0124532162324786
"termite.count.100m",-0.0445043505823743
"urema_dist",-0.754995142876563
"tree_hansen",0.203253820616426
"termite.count.100m",0.168031109707997
"urema_dist",-0.304062255461868
"tree_hansen",-0.0952552970087899
"termite.count.100m",-0.116278206921363
"urema_dist",-0.0387671783361549
"tree_hansen",-0.281545623023007
"termite.count.100m",0.478980844512756
"urema_dist",-0.255795486417836
"tree_hansen",0.298995758260401
"termite.count.100m",0.11969135594151
"urema_dist",-0.362922663434073
"tree_hansen",0.0954531439159675
"termite.count.100m",0.531600678126422
"urema_dist",-0.4751937853927
"tree_hansen",0.256409611824507
"termite.count.100m",0.329114092379126
"urema_dist",-0.408346002329068
"tree_hansen",0.175650821780721
"termite.count.100m",0.301550724197073
"urema_dist",-0.512013135319726
"tree_hansen",0.167903021986871
